date,Con (to 2015 election),Con (to 2015 election) (low),Con (to 2015 election) (high),Con (to 2017 election),Con (to 2017 election) (low),Con (to 2017 election) (high),Con (to 2019 election),Con (to 2019 election) (low),Con (to 2019 election) (high),Con (to 2024 election),Con (to 2024 election) (low),Con (to 2024 election) (high),Con (post-2024 election),Con (post-2024 election) (low),Con (post-2024 election) (high),Lab (to 2015 election),Lab (to 2015 election) (low),Lab (to 2015 election) (high),Lab (to 2017 election),Lab (to 2017 election) (low),Lab (to 2017 election) (high),Lab (to 2019 election),Lab (to 2019 election) (low),Lab (to 2019 election) (high),Lab (to 2024 election),Lab (to 2024 election) (low),Lab (to 2024 election) (high),Lab (post-2024 election),Lab (post-2024 election) (low),Lab (post-2024 election) (high),LDem (to 2015 election),LDem (to 2015 election) (low),LDem (to 2015 election) (high),LDem (to 2017 election),LDem (to 2017 election) (low),LDem (to 2017 election) (high),LDem (to 2019 election),LDem (to 2019 election) (low),LDem (to 2019 election) (high),LDem (to 2024 election),LDem (to 2024 election) (low),LDem (to 2024 election) (high),LDem (post-2024 election),LDem (post-2024 election) (low),LDem (post-2024 election) (high),Ukip (to 2015 election),Ukip (to 2015 election) (low),Ukip (to 2015 election) (high),Ukip (to 2017 election),Ukip (to 2017 election) (low),Ukip (to 2017 election) (high),Grn (to 2015 election),Grn (to 2015 election) (low),Grn (to 2015 election) (high),Grn (to 2017 election),Grn (to 2017 election) (low),Grn (to 2017 election) (high),Grn (to 2019 election),Grn (to 2019 election) (low),Grn (to 2019 election) (high),Grn (to 2024 election),Grn (to 2024 election) (low),Grn (to 2024 election) (high),Grn (post-2024 election),Grn (post-2024 election) (low),Grn (post-2024 election) (high),Reform (to 2019 election),Reform (to 2019 election) (low),Reform (to 2019 election) (high),Reform (to 2024 election),Reform (to 2024 election) (low),Reform (to 2024 election) (high),Reform (post-2024 election),Reform (post-2024 election) (low),Reform (post-2024 election) (high),Con (poll),Lab (poll),LDem (poll),Ukip (poll),Grn (poll),Reform (poll)
2011-01-18,42.39,37.49,48.23,,,,,,,,,,,,,41.45,35.55,46.74,,,,,,,,,,,,,8.39,3.49,14.23,,,,,,,,,,,,,2.39,-2.51,8.23,,,,2.0,-2.82,7.96,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-01-19,42.38,37.45,48.23,,,,,,,,,,,,,41.49,35.56,46.76,,,,,,,,,,,,,8.38,3.46,14.23,,,,,,,,,,,,,2.38,-2.54,8.23,,,,2.0,-2.83,7.96,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-01-20,42.37,37.42,48.23,,,,,,,,,,,,,41.53,35.56,46.78,,,,,,,,,,,,,8.37,3.42,14.23,,,,,,,,,,,,,2.37,-2.58,8.23,,,,2.0,-2.83,7.96,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-01-21,42.36,37.38,48.24,,,,,,,,,,,,,41.57,35.58,46.8,,,,,,,,,,,,,8.36,3.38,14.24,,,,,,,,,,,,,2.36,-2.62,8.24,,,,2.0,-2.83,7.95,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-01-22,42.35,37.34,48.26,,,,,,,,,,,,,41.61,35.58,46.81,,,,,,,,,,,,,8.35,3.34,14.26,,,,,,,,,,,,,2.35,-2.66,8.26,,,,2.0,-2.83,7.95,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-01-23,42.34,37.3,48.28,,,,,,,,,,,,,41.65,35.59,46.84,,,,,,,,,,,,,8.34,3.3,14.28,,,,,,,,,,,,,2.34,-2.7,8.28,,,,2.0,-2.84,7.95,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-01-24,42.33,37.27,48.29,,,,,,,,,,,,,41.7,35.59,46.86,,,,,,,,,,,,,8.33,3.26,14.29,,,,,,,,,,,,,2.33,-2.74,8.29,,,,2.0,-2.84,7.94,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-01-25,42.31,37.24,48.28,,,,,,,,,,,,,41.74,35.61,46.88,,,,,,,,,,,,,8.31,3.25,14.28,,,,,,,,,,,,,2.31,-2.75,8.28,,,,2.0,-2.84,7.93,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-01-26,42.3,37.24,48.27,,,,,,,,,,,,,41.79,35.61,46.9,,,,,,,,,,,,,8.3,3.24,14.27,,,,,,,,,,,,,2.3,-2.76,8.27,,,,2.0,-2.88,7.93,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-01-27,42.29,37.17,48.26,,,,,,,,,,,,,41.84,35.62,46.92,,,,,,,,,,,,,8.29,3.17,14.25,,,,,,,,,,,,,2.29,-2.83,8.25,,,,2.0,-2.97,7.95,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-01-28,42.28,37.08,48.24,,,,,,,,,,,,,41.89,35.63,46.95,,,,,,,,,,,,,8.28,3.08,14.24,,,,,,,,,,,,,2.28,-2.92,8.24,,,,2.0,-3.06,7.98,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-01-29,42.26,36.98,48.23,,,,,,,,,,,,,41.95,35.64,46.98,,,,,,,,,,,,,8.26,2.98,14.23,,,,,,,,,,,,,2.26,-3.02,8.23,,,,2.0,-3.15,8.03,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-01-30,42.25,36.88,48.23,,,,,,,,,,,,,42.0,35.65,47.0,,,,,,,,,,,,,8.25,2.88,14.23,,,,,,,,,,,,,2.25,-3.12,8.23,,,,2.0,-3.24,8.07,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-01-31,42.24,36.78,48.23,,,,,,,,,,,,,42.06,35.74,47.13,,,,,,,,,,,,,8.24,2.78,14.23,,,,,,,,,,,,,2.24,-3.22,8.23,,,,2.0,-3.33,8.12,,,,,,,,,,,,,,,,,,,,,,42.0,43.0,8.0,2.0,2.0,
2011-02-01,42.22,36.67,48.23,,,,,,,,,,,,,42.12,35.83,47.27,,,,,,,,,,,,,8.22,2.67,14.23,,,,,,,,,,,,,2.22,-3.33,8.23,,,,2.0,-3.47,8.12,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-02-02,42.21,36.61,48.23,,,,,,,,,,,,,42.17,35.92,47.41,,,,,,,,,,,,,8.21,2.61,14.23,,,,,,,,,,,,,2.21,-3.39,8.23,,,,2.0,-3.58,8.12,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-02-03,42.19,36.53,48.23,,,,,,,,,,,,,42.23,35.97,47.55,,,,,,,,,,,,,8.19,2.54,14.23,,,,,,,,,,,,,2.19,-3.46,8.23,,,,2.0,-3.66,8.12,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-02-04,42.18,36.48,48.23,,,,,,,,,,,,,42.29,35.89,47.75,,,,,,,,,,,,,8.18,2.48,14.23,,,,,,,,,,,,,2.18,-3.52,8.23,,,,2.0,-3.7,8.12,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-02-05,42.16,36.48,48.23,,,,,,,,,,,,,42.35,35.82,47.98,,,,,,,,,,,,,8.16,2.48,14.23,,,,,,,,,,,,,2.16,-3.52,8.23,,,,2.0,-3.68,8.12,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-02-06,42.15,36.48,48.23,,,,,,,,,,,,,42.41,35.75,48.21,,,,,,,,,,,,,8.15,2.48,14.23,,,,,,,,,,,,,2.15,-3.52,8.23,,,,2.0,-3.67,8.12,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-02-07,42.13,36.48,48.23,,,,,,,,,,,,,42.47,35.75,48.46,,,,,,,,,,,,,8.13,2.48,14.23,,,,,,,,,,,,,2.13,-3.52,8.23,,,,2.0,-3.65,8.12,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-02-08,42.12,36.48,48.27,,,,,,,,,,,,,42.53,35.77,48.72,,,,,,,,,,,,,8.12,2.48,14.27,,,,,,,,,,,,,2.12,-3.52,8.27,,,,2.0,-3.64,8.2,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-02-09,42.1,36.46,48.33,,,,,,,,,,,,,42.58,35.78,48.97,,,,,,,,,,,,,8.1,2.46,14.33,,,,,,,,,,,,,2.1,-3.54,8.33,,,,2.0,-3.65,8.23,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-02-10,42.09,36.34,48.39,,,,,,,,,,,,,42.64,35.79,49.16,,,,,,,,,,,,,8.09,2.34,14.39,,,,,,,,,,,,,2.09,-3.66,8.39,,,,2.0,-3.75,8.23,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-02-11,42.08,36.23,48.45,,,,,,,,,,,,,42.69,35.8,49.23,,,,,,,,,,,,,8.08,2.24,14.46,,,,,,,,,,,,,2.08,-3.76,8.46,,,,2.0,-3.84,8.23,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-02-12,42.07,36.13,48.51,,,,,,,,,,,,,42.74,35.82,49.23,,,,,,,,,,,,,8.07,2.13,14.51,,,,,,,,,,,,,2.07,-3.87,8.51,,,,2.0,-4.0,8.23,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-02-13,42.06,35.94,48.56,,,,,,,,,,,,,42.78,35.83,49.23,,,,,,,,,,,,,8.06,1.94,14.57,,,,,,,,,,,,,2.06,-4.06,8.57,,,,2.0,-4.19,8.23,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-02-14,42.04,35.75,48.61,,,,,,,,,,,,,42.82,35.84,49.23,,,,,,,,,,,,,8.04,1.75,14.61,,,,,,,,,,,,,2.04,-4.26,8.61,,,,2.0,-4.35,8.23,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-02-15,42.04,35.64,48.68,,,,,,,,,,,,,42.86,35.81,49.23,,,,,,,,,,,,,8.04,1.65,14.68,,,,,,,,,,,,,2.04,-4.36,8.68,,,,2.0,-4.39,8.27,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-02-16,42.03,35.6,48.73,,,,,,,,,,,,,42.89,35.75,49.27,,,,,,,,,,,,,8.03,1.6,14.72,,,,,,,,,,,,,2.03,-4.4,8.72,,,,2.0,-4.43,8.32,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-02-17,42.02,35.56,48.77,,,,,,,,,,,,,42.92,35.7,49.32,,,,,,,,,,,,,8.02,1.56,14.77,,,,,,,,,,,,,2.02,-4.44,8.77,,,,2.0,-4.46,8.36,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-02-18,42.01,35.52,48.8,,,,,,,,,,,,,42.94,35.66,49.37,,,,,,,,,,,,,8.01,1.52,14.79,,,,,,,,,,,,,2.01,-4.47,8.79,,,,2.0,-4.49,8.39,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-02-19,42.01,35.5,48.82,,,,,,,,,,,,,42.96,35.62,49.4,,,,,,,,,,,,,8.01,1.5,14.82,,,,,,,,,,,,,2.01,-4.5,8.82,,,,2.0,-4.51,8.43,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-02-20,42.01,35.47,48.84,,,,,,,,,,,,,42.98,35.59,49.44,,,,,,,,,,,,,8.01,1.48,14.84,,,,,,,,,,,,,2.01,-4.53,8.84,,,,2.0,-4.53,8.47,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-02-21,42.0,35.46,48.86,,,,,,,,,,,,,42.99,35.57,49.48,,,,,,,,,,,,,8.0,1.46,14.86,,,,,,,,,,,,,2.0,-4.54,8.86,,,,2.0,-4.54,8.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-02-22,42.0,35.45,48.87,,,,,,,,,,,,,42.99,35.55,49.52,,,,,,,,,,,,,8.0,1.46,14.86,,,,,,,,,,,,,2.0,-4.54,8.86,,,,2.0,-4.54,8.52,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-02-23,42.0,35.45,48.87,,,,,,,,,,,,,43.0,35.55,49.53,,,,,,,,,,,,,8.0,1.45,14.87,,,,,,,,,,,,,2.0,-4.55,8.87,,,,2.0,-4.55,8.54,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-02-24,42.0,35.45,48.87,,,,,,,,,,,,,43.0,35.55,49.53,,,,,,,,,,,,,8.0,1.45,14.87,,,,,,,,,,,,,2.0,-4.55,8.87,,,,2.0,-4.55,8.54,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-02-25,42.0,35.27,48.95,,,,,,,,,,,,,43.0,36.27,49.95,,,,,,,,,,,,,8.0,1.27,14.95,,,,,,,,,,,,,2.0,-4.73,8.95,,,,2.0,-4.73,8.95,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-03-20,42.0,35.6,49.81,,,,,,,,,,,,,43.0,36.6,50.81,,,,,,,,,,,,,8.0,1.6,15.81,,,,,,,,,,,,,2.0,-4.4,9.81,,,,2.0,-4.4,9.81,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-03-21,42.0,35.76,48.67,,,,,,,,,,,,,43.0,36.63,49.64,,,,,,,,,,,,,8.0,1.76,14.67,,,,,,,,,,,,,2.0,-4.01,9.32,,,,2.0,-4.24,9.3,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-03-22,42.0,35.77,48.67,,,,,,,,,,,,,43.0,36.63,49.63,,,,,,,,,,,,,8.0,1.77,14.67,,,,,,,,,,,,,2.0,-4.01,9.31,,,,2.0,-4.23,9.29,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-03-23,42.0,35.77,48.65,,,,,,,,,,,,,43.0,36.63,49.62,,,,,,,,,,,,,8.0,1.77,14.65,,,,,,,,,,,,,2.01,-4.01,9.29,,,,2.0,-4.23,9.26,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-03-24,42.0,35.77,48.64,,,,,,,,,,,,,42.99,36.63,49.59,,,,,,,,,,,,,8.0,1.77,14.64,,,,,,,,,,,,,2.02,-4.01,9.24,,,,2.01,-4.22,9.21,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-03-25,42.0,35.78,48.6,,,,,,,,,,,,,42.98,36.63,49.54,,,,,,,,,,,,,8.0,1.78,14.6,,,,,,,,,,,,,2.03,-3.99,9.17,,,,2.02,-4.2,9.11,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-03-26,42.0,35.79,48.54,,,,,,,,,,,,,42.97,36.63,49.47,,,,,,,,,,,,,8.0,1.79,14.54,,,,,,,,,,,,,2.05,-4.01,9.06,,,,2.03,-4.18,8.97,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-03-27,42.0,35.74,48.47,,,,,,,,,,,,,42.96,36.63,49.37,,,,,,,,,,,,,8.0,1.74,14.47,,,,,,,,,,,,,2.09,-3.97,8.9,,,,2.04,-4.22,8.77,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-03-28,42.0,35.88,48.4,,,,,,,,,,,,,42.93,36.63,49.24,,,,,,,,,,,,,8.0,1.89,14.4,,,,,,,,,,,,,2.13,-3.71,8.84,,,,2.07,-4.04,8.52,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-03-29,42.0,36.0,48.16,,,,,,,,,,,,,42.91,36.63,48.99,,,,,,,,,,,,,8.0,2.0,14.16,,,,,,,,,,,,,2.19,-3.29,8.79,,,,2.09,-3.78,8.26,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-03-30,42.0,36.15,48.01,,,,,,,,,,,,,42.87,36.68,48.82,,,,,,,,,,,,,8.0,2.15,14.01,,,,,,,,,,,,,2.26,-3.12,8.78,,,,2.13,-3.46,8.1,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-03-31,42.0,36.43,47.98,,,,,,,,,,,,,42.82,36.84,48.53,,,,,,,,,,,,,8.0,2.43,13.98,,,,,,,,,,,,,2.35,-2.79,8.6,,,,2.18,-3.19,8.01,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-04-01,42.0,36.63,47.57,,,,,,,,,,,,,42.77,36.95,48.32,,,,,,,,,,,,,8.0,2.63,13.57,,,,,,,,,,,,,2.46,-2.48,8.41,,,,2.23,-2.73,7.99,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-04-02,42.0,36.65,47.54,,,,,,,,,,,,,42.71,37.02,48.2,,,,,,,,,,,,,8.0,2.65,13.54,,,,,,,,,,,,,2.58,-2.2,8.56,,,,2.29,-2.6,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-04-03,42.0,36.67,47.45,,,,,,,,,,,,,42.64,37.04,47.9,,,,,,,,,,,,,8.0,2.67,13.44,,,,,,,,,,,,,2.71,-1.97,8.17,,,,2.36,-2.44,7.87,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-04-04,42.0,36.7,47.4,,,,,,,,,,,,,42.57,37.05,47.98,,,,,,,,,,,,,8.0,2.7,13.4,,,,,,,,,,,,,2.85,-1.75,8.26,,,,2.43,-2.36,7.87,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-04-05,42.0,36.81,47.51,,,,,,,,,,,,,42.5,37.06,47.88,,,,,,,,,,,,,8.0,2.81,13.51,,,,,,,,,,,,,3.0,-1.55,8.34,,,,2.5,-2.34,7.89,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-04-06,42.0,36.92,47.5,,,,,,,,,,,,,42.43,37.07,47.84,,,,,,,,,,,,,8.0,2.92,13.5,,,,,,,,,,,,,3.15,-1.61,8.57,,,,2.57,-2.37,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-04-07,42.0,36.68,47.62,,,,,,,,,,,,,42.36,36.7,48.11,,,,,,,,,,,,,8.0,2.68,13.62,,,,,,,,,,,,,3.29,-1.64,8.83,,,,2.64,-2.35,8.1,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-04-08,42.0,36.63,47.95,,,,,,,,,,,,,42.29,36.64,48.35,,,,,,,,,,,,,8.0,2.63,13.95,,,,,,,,,,,,,3.42,-1.92,9.23,,,,2.71,-2.52,8.35,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-04-09,42.0,36.42,47.95,,,,,,,,,,,,,42.23,36.63,48.35,,,,,,,,,,,,,8.0,2.42,13.95,,,,,,,,,,,,,3.54,-2.25,9.28,,,,2.77,-2.91,8.38,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-04-10,42.0,35.95,47.95,,,,,,,,,,,,,42.18,36.23,48.35,,,,,,,,,,,,,8.0,1.95,13.95,,,,,,,,,,,,,3.65,-2.61,9.31,,,,2.82,-3.33,8.39,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-04-11,42.0,35.5,47.95,,,,,,,,,,,,,42.13,35.71,48.22,,,,,,,,,,,,,8.0,1.5,13.95,,,,,,,,,,,,,3.74,-2.93,9.38,,,,2.87,-3.72,8.44,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-04-12,42.0,35.1,47.88,,,,,,,,,,,,,42.09,35.27,48.05,,,,,,,,,,,,,8.0,1.1,13.88,,,,,,,,,,,,,3.81,-3.19,9.48,,,,2.91,-4.06,8.6,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-04-13,42.0,34.83,48.01,,,,,,,,,,,,,42.07,34.94,48.32,,,,,,,,,,,,,8.0,0.83,14.01,,,,,,,,,,,,,3.87,-3.22,9.75,,,,2.93,-4.21,8.81,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-04-14,42.0,34.84,48.11,,,,,,,,,,,,,42.04,34.92,48.4,,,,,,,,,,,,,8.0,0.84,14.11,,,,,,,,,,,,,3.91,-3.25,9.97,,,,2.96,-4.23,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-04-15,42.0,34.86,48.24,,,,,,,,,,,,,42.03,34.9,48.42,,,,,,,,,,,,,8.0,0.86,14.24,,,,,,,,,,,,,3.95,-3.25,10.12,,,,2.97,-4.19,9.15,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-04-16,42.0,34.86,48.33,,,,,,,,,,,,,42.02,34.88,48.43,,,,,,,,,,,,,8.0,0.86,14.33,,,,,,,,,,,,,3.97,-3.19,10.24,,,,2.98,-4.17,9.25,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-04-17,42.0,34.84,48.38,,,,,,,,,,,,,42.01,34.85,48.46,,,,,,,,,,,,,8.0,0.84,14.38,,,,,,,,,,,,,3.98,-3.19,10.33,,,,2.99,-4.17,9.33,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-04-18,42.0,34.8,48.38,,,,,,,,,,,,,42.0,34.8,48.49,,,,,,,,,,,,,8.0,0.8,14.38,,,,,,,,,,,,,3.99,-3.21,10.35,,,,3.0,-4.21,9.35,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-04-19,42.0,34.79,48.38,,,,,,,,,,,,,42.0,34.79,48.51,,,,,,,,,,,,,8.0,0.79,14.38,,,,,,,,,,,,,4.0,-3.21,10.35,,,,3.0,-4.21,9.35,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-04-20,42.0,34.78,48.38,,,,,,,,,,,,,42.0,34.78,48.51,,,,,,,,,,,,,8.0,0.78,14.38,,,,,,,,,,,,,4.0,-3.22,10.36,,,,3.0,-4.22,9.36,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-04-21,42.0,34.72,48.22,,,,,,,,,,,,,42.0,34.72,48.22,,,,,,,,,,,,,8.0,0.72,14.22,,,,,,,,,,,,,4.0,-3.28,10.22,,,,3.0,-4.28,9.22,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-06-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.0,42.0,8.0,4.0,3.0,
2011-07-09,42.0,34.29,48.24,,,,,,,,,,,,,42.0,34.29,48.24,,,,,,,,,,,,,8.0,0.29,14.24,,,,,,,,,,,,,4.0,-3.71,10.24,,,,3.0,-4.71,9.24,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-07-10,42.0,34.16,48.33,,,,,,,,,,,,,42.0,34.72,48.54,,,,,,,,,,,,,8.0,0.2,14.5,,,,,,,,,,,,,4.0,-3.8,10.5,,,,3.0,-4.8,9.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-07-11,42.0,34.17,48.32,,,,,,,,,,,,,42.0,34.72,48.54,,,,,,,,,,,,,8.0,0.21,14.5,,,,,,,,,,,,,4.0,-3.79,10.5,,,,3.0,-4.79,9.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-07-12,42.0,34.17,48.31,,,,,,,,,,,,,42.0,34.73,48.54,,,,,,,,,,,,,8.0,0.21,14.5,,,,,,,,,,,,,4.0,-3.79,10.5,,,,3.0,-4.79,9.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-07-13,41.99,34.19,48.29,,,,,,,,,,,,,42.01,34.74,48.52,,,,,,,,,,,,,8.0,0.23,14.49,,,,,,,,,,,,,4.0,-3.77,10.49,,,,3.0,-4.77,9.49,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-07-14,41.99,34.2,48.26,,,,,,,,,,,,,42.01,34.76,48.52,,,,,,,,,,,,,7.99,0.25,14.46,,,,,,,,,,,,,4.0,-3.73,10.47,,,,2.99,-4.75,9.46,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-07-15,41.98,34.23,48.24,,,,,,,,,,,,,42.02,34.77,48.5,,,,,,,,,,,,,7.99,0.3,14.42,,,,,,,,,,,,,4.0,-3.68,10.43,,,,2.99,-4.7,9.42,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-07-16,41.96,34.26,48.21,,,,,,,,,,,,,42.04,34.78,48.48,,,,,,,,,,,,,7.98,0.34,14.36,,,,,,,,,,,,,4.0,-3.62,10.38,,,,2.98,-4.66,9.36,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-07-17,41.94,34.31,48.14,,,,,,,,,,,,,42.06,34.79,48.46,,,,,,,,,,,,,7.97,0.4,14.3,,,,,,,,,,,,,4.0,-3.54,10.33,,,,2.97,-4.6,9.3,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-07-18,41.92,34.36,48.04,,,,,,,,,,,,,42.08,34.8,48.45,,,,,,,,,,,,,7.96,0.48,14.24,,,,,,,,,,,,,4.0,-3.45,10.27,,,,2.96,-4.52,9.24,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-07-19,41.89,34.42,47.93,,,,,,,,,,,,,42.11,34.83,48.43,,,,,,,,,,,,,7.95,0.56,14.17,,,,,,,,,,,,,4.0,-3.35,10.2,,,,2.95,-4.44,9.17,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-07-20,41.86,34.5,47.79,,,,,,,,,,,,,42.14,35.0,48.41,,,,,,,,,,,,,7.93,0.65,14.08,,,,,,,,,,,,,4.0,-3.23,10.13,,,,2.93,-4.35,9.08,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-07-21,41.83,34.55,47.67,,,,,,,,,,,,,42.17,35.09,48.39,,,,,,,,,,,,,7.91,0.76,13.97,,,,,,,,,,,,,4.0,-3.11,10.03,,,,2.91,-4.24,8.97,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-07-22,41.78,34.57,47.65,,,,,,,,,,,,,42.22,35.14,48.35,,,,,,,,,,,,,7.89,0.8,13.86,,,,,,,,,,,,,4.0,-3.08,9.92,,,,2.89,-4.2,8.86,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-07-23,41.74,34.56,47.65,,,,,,,,,,,,,42.26,35.29,48.32,,,,,,,,,,,,,7.87,0.81,13.77,,,,,,,,,,,,,4.0,-3.06,9.82,,,,2.87,-4.19,8.77,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-07-24,41.68,34.59,47.54,,,,,,,,,,,,,42.32,35.58,48.28,,,,,,,,,,,,,7.84,0.88,13.66,,,,,,,,,,,,,4.0,-2.87,9.73,,,,2.84,-4.12,8.66,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-07-25,41.63,34.82,47.37,,,,,,,,,,,,,42.37,35.78,48.23,,,,,,,,,,,,,7.81,1.12,13.49,,,,,,,,,,,,,4.0,-2.65,9.62,,,,2.81,-3.88,8.49,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-07-26,41.57,35.0,47.18,,,,,,,,,,,,,42.43,36.22,47.94,,,,,,,,,,,,,7.78,1.37,13.3,,,,,,,,,,,,,4.0,-2.39,9.46,,,,2.78,-3.63,8.3,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-07-27,41.5,35.11,47.02,,,,,,,,,,,,,42.5,36.64,47.66,,,,,,,,,,,,,7.75,1.56,13.13,,,,,,,,,,,,,4.0,-2.05,9.28,,,,2.75,-3.44,8.13,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-07-28,41.43,35.4,46.86,,,,,,,,,,,,,42.57,36.85,47.73,,,,,,,,,,,,,7.71,1.84,12.97,,,,,,,,,,,,,4.0,-1.71,9.13,,,,2.71,-3.16,7.97,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-07-29,41.36,35.65,46.57,,,,,,,,,,,,,42.64,36.9,47.61,,,,,,,,,,,,,7.68,2.13,12.73,,,,,,,,,,,,,4.0,-1.39,8.96,,,,2.68,-2.87,7.73,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-07-30,41.28,35.81,46.47,,,,,,,,,,,,,42.72,36.9,47.61,,,,,,,,,,,,,7.64,2.34,12.54,,,,,,,,,,,,,4.0,-1.34,8.85,,,,2.64,-2.66,7.54,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-07-31,41.2,35.93,46.42,,,,,,,,,,,,,42.8,36.96,47.61,,,,,,,,,,,,,7.6,2.45,12.47,,,,,,,,,,,,,4.0,-1.34,8.83,,,,2.6,-2.55,7.47,,,,,,,,,,,,,,,,,,,,,,,,,,,
