date,Con (to 2015 election),Con (to 2015 election) (low),Con (to 2015 election) (high),Con (to 2017 election),Con (to 2017 election) (low),Con (to 2017 election) (high),Con (to 2019 election),Con (to 2019 election) (low),Con (to 2019 election) (high),Con (to 2024 election),Con (to 2024 election) (low),Con (to 2024 election) (high),Con (post-2024 election),Con (post-2024 election) (low),Con (post-2024 election) (high),Lab (to 2015 election),Lab (to 2015 election) (low),Lab (to 2015 election) (high),Lab (to 2017 election),Lab (to 2017 election) (low),Lab (to 2017 election) (high),Lab (to 2019 election),Lab (to 2019 election) (low),Lab (to 2019 election) (high),Lab (to 2024 election),Lab (to 2024 election) (low),Lab (to 2024 election) (high),Lab (post-2024 election),Lab (post-2024 election) (low),Lab (post-2024 election) (high),LDem (to 2015 election),LDem (to 2015 election) (low),LDem (to 2015 election) (high),LDem (to 2017 election),LDem (to 2017 election) (low),LDem (to 2017 election) (high),LDem (to 2019 election),LDem (to 2019 election) (low),LDem (to 2019 election) (high),LDem (to 2024 election),LDem (to 2024 election) (low),LDem (to 2024 election) (high),LDem (post-2024 election),LDem (post-2024 election) (low),LDem (post-2024 election) (high),Ukip (to 2015 election),Ukip (to 2015 election) (low),Ukip (to 2015 election) (high),Ukip (to 2017 election),Ukip (to 2017 election) (low),Ukip (to 2017 election) (high),Ukip (to 2019 election),Ukip (to 2019 election) (low),Ukip (to 2019 election) (high),Grn (to 2015 election),Grn (to 2015 election) (low),Grn (to 2015 election) (high),Grn (to 2017 election),Grn (to 2017 election) (low),Grn (to 2017 election) (high),Grn (to 2019 election),Grn (to 2019 election) (low),Grn (to 2019 election) (high),Grn (to 2024 election),Grn (to 2024 election) (low),Grn (to 2024 election) (high),Grn (post-2024 election),Grn (post-2024 election) (low),Grn (post-2024 election) (high),SNP (to 2015 election),SNP (to 2015 election) (low),SNP (to 2015 election) (high),SNP (to 2017 election),SNP (to 2017 election) (low),SNP (to 2017 election) (high),SNP (to 2019 election),SNP (to 2019 election) (low),SNP (to 2019 election) (high),SNP (to 2024 election),SNP (to 2024 election) (low),SNP (to 2024 election) (high),SNP (post-2024 election),SNP (post-2024 election) (low),SNP (post-2024 election) (high),PC (post-2024 election),PC (post-2024 election) (low),PC (post-2024 election) (high),Reform (to 2019 election),Reform (to 2019 election) (low),Reform (to 2019 election) (high),Reform (to 2024 election),Reform (to 2024 election) (low),Reform (to 2024 election) (high),Reform (post-2024 election),Reform (post-2024 election) (low),Reform (post-2024 election) (high),Con (poll),Lab (poll),LDem (poll),Ukip (poll),Grn (poll),SNP (poll),PC (poll),Reform (poll)
2015-02-20,15.25,14.58,15.94,,,,,,,,,,,,,28.19,27.22,29.31,,,,,,,,,,,,,4.13,3.63,4.63,,,,,,,,,,,,,3.16,2.58,4.02,,,,,,,3.37,2.74,4.02,,,,,,,,,,,,,45.59,44.0,46.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-02-21,15.28,14.59,16.12,,,,,,,,,,,,,28.17,27.22,29.25,,,,,,,,,,,,,4.14,3.59,4.65,,,,,,,,,,,,,3.2,2.6,4.07,,,,,,,3.33,2.73,3.98,,,,,,,,,,,,,45.57,44.14,46.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-02-22,15.31,14.61,16.14,,,,,,,,,,,,,28.14,27.21,29.25,,,,,,,,,,,,,4.15,3.6,4.69,,,,,,,,,,,,,3.23,2.63,4.12,,,,,,,3.29,2.72,3.93,,,,,,,,,,,,,45.56,44.18,46.62,,,,,,,,,,,,,,,,,,,,,,,,,14.0,30.0,3.0,3.0,4.0,46.0,,
2015-02-23,15.33,14.62,16.14,,,,,,,,,,,,,28.12,27.2,29.24,,,,,,,,,,,,,4.16,3.6,4.71,,,,,,,,,,,,,3.27,2.65,4.18,,,,,,,3.24,2.68,3.88,,,,,,,,,,,,,45.56,44.12,46.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-02-24,15.35,14.63,16.18,,,,,,,,,,,,,28.09,27.2,29.19,,,,,,,,,,,,,4.17,3.6,4.75,,,,,,,,,,,,,3.31,2.64,4.23,,,,,,,3.2,2.65,3.82,,,,,,,,,,,,,45.55,44.15,46.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-02-25,15.36,14.63,16.21,,,,,,,,,,,,,28.05,27.22,29.15,,,,,,,,,,,,,4.18,3.6,4.76,,,,,,,,,,,,,3.34,2.63,4.37,,,,,,,3.16,2.64,3.77,,,,,,,,,,,,,45.56,44.3,46.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-02-26,15.36,14.57,16.21,,,,,,,,,,,,,28.02,27.24,29.09,,,,,,,,,,,,,4.18,3.6,4.78,,,,,,,,,,,,,3.37,2.64,4.44,,,,,,,3.11,2.64,3.71,,,,,,,,,,,,,45.57,44.34,46.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-02-27,15.36,14.55,16.22,,,,,,,,,,,,,27.99,27.22,29.05,,,,,,,,,,,,,4.19,3.6,4.8,,,,,,,,,,,,,3.4,2.64,4.49,,,,,,,3.07,2.59,3.65,,,,,,,,,,,,,45.58,44.44,46.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-02-28,15.36,14.55,16.21,,,,,,,,,,,,,27.96,27.2,28.98,,,,,,,,,,,,,4.19,3.6,4.82,,,,,,,,,,,,,3.42,2.65,4.54,,,,,,,3.02,2.56,3.59,,,,,,,,,,,,,45.59,44.51,46.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-03-01,15.36,14.56,16.19,,,,,,,,,,,,,27.94,27.23,28.92,,,,,,,,,,,,,4.2,3.59,4.81,,,,,,,,,,,,,3.44,2.65,4.59,,,,,,,2.98,2.54,3.52,,,,,,,,,,,,,45.61,44.57,46.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-03-02,15.36,14.53,16.18,,,,,,,,,,,,,27.91,27.22,28.85,,,,,,,,,,,,,4.2,3.58,4.83,,,,,,,,,,,,,3.46,2.65,4.62,,,,,,,2.94,2.51,3.47,,,,,,,,,,,,,45.63,44.61,46.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-03-03,15.36,14.54,16.17,,,,,,,,,,,,,27.88,27.16,28.85,,,,,,,,,,,,,4.2,3.58,4.86,,,,,,,,,,,,,3.48,2.63,4.65,,,,,,,2.9,2.46,3.41,,,,,,,,,,,,,45.65,44.64,46.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-03-04,15.35,14.52,16.15,,,,,,,,,,,,,27.85,27.14,28.84,,,,,,,,,,,,,4.2,3.59,4.88,,,,,,,,,,,,,3.49,2.63,4.67,,,,,,,2.85,2.43,3.31,,,,,,,,,,,,,45.69,44.67,46.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-03-05,15.35,14.53,16.14,,,,,,,,,,,,,27.82,27.13,28.75,,,,,,,,,,,,,4.21,3.6,4.89,,,,,,,,,,,,,3.51,2.63,4.67,,,,,,,2.81,2.39,3.23,,,,,,,,,,,,,45.72,44.7,46.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-03-06,15.35,14.51,16.14,,,,,,,,,,,,,27.78,27.09,28.71,,,,,,,,,,,,,4.21,3.58,4.9,,,,,,,,,,,,,3.52,2.62,4.65,,,,,,,2.77,2.32,3.17,,,,,,,,,,,,,45.77,44.78,46.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-03-07,15.34,14.48,16.15,,,,,,,,,,,,,27.75,27.06,28.67,,,,,,,,,,,,,4.21,3.57,4.91,,,,,,,,,,,,,3.52,2.6,4.67,,,,,,,2.73,2.27,3.13,,,,,,,,,,,,,45.82,44.85,46.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-03-08,15.34,14.49,16.16,,,,,,,,,,,,,27.71,27.03,28.6,,,,,,,,,,,,,4.22,3.58,4.92,,,,,,,,,,,,,3.52,2.59,4.65,,,,,,,2.69,2.23,3.08,,,,,,,,,,,,,45.87,44.93,46.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-03-09,15.34,14.5,16.17,,,,,,,,,,,,,27.67,26.97,28.57,,,,,,,,,,,,,4.22,3.59,4.92,,,,,,,,,,,,,3.53,2.59,4.62,,,,,,,2.66,2.22,3.01,,,,,,,,,,,,,45.92,45.02,46.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-03-10,15.34,14.5,16.17,,,,,,,,,,,,,27.63,26.91,28.48,,,,,,,,,,,,,4.23,3.58,4.92,,,,,,,,,,,,,3.52,2.59,4.59,,,,,,,2.62,2.17,2.98,,,,,,,,,,,,,45.98,45.05,46.83,,,,,,,,,,,,,,,,,,,,,,,,,15.0,28.0,4.0,3.0,2.0,47.0,,
2015-03-11,15.35,14.5,16.17,,,,,,,,,,,,,27.58,26.86,28.44,,,,,,,,,,,,,4.23,3.58,4.93,,,,,,,,,,,,,3.52,2.59,4.57,,,,,,,2.59,2.15,2.92,,,,,,,,,,,,,46.04,45.09,46.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-03-12,15.35,14.5,16.17,,,,,,,,,,,,,27.54,26.8,28.4,,,,,,,,,,,,,4.24,3.61,4.93,,,,,,,,,,,,,3.52,2.58,4.56,,,,,,,2.56,2.15,2.87,,,,,,,,,,,,,46.1,45.14,47.03,,,,,,,,,,,,,,,,,,,,,,,,,18.0,27.0,4.0,2.0,3.0,46.0,,
2015-03-13,15.35,14.48,16.17,,,,,,,,,,,,,27.49,26.76,28.37,,,,,,,,,,,,,4.24,3.62,4.94,,,,,,,,,,,,,3.51,2.57,4.57,,,,,,,2.54,2.14,2.86,,,,,,,,,,,,,46.17,45.2,47.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-03-14,15.36,14.5,16.17,,,,,,,,,,,,,27.44,26.7,28.33,,,,,,,,,,,,,4.25,3.64,4.95,,,,,,,,,,,,,3.5,2.55,4.52,,,,,,,2.51,2.13,2.85,,,,,,,,,,,,,46.24,45.23,47.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-03-15,15.36,14.46,16.16,,,,,,,,,,,,,27.38,26.59,28.3,,,,,,,,,,,,,4.26,3.66,4.96,,,,,,,,,,,,,3.49,2.54,4.48,,,,,,,2.49,2.08,2.81,,,,,,,,,,,,,46.32,45.27,47.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-03-16,15.37,14.44,16.16,,,,,,,,,,,,,27.32,26.5,28.23,,,,,,,,,,,,,4.28,3.7,4.97,,,,,,,,,,,,,3.48,2.53,4.47,,,,,,,2.46,2.06,2.79,,,,,,,,,,,,,46.4,45.3,47.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-03-17,15.37,14.42,16.17,,,,,,,,,,,,,27.25,26.42,28.19,,,,,,,,,,,,,4.29,3.72,4.98,,,,,,,,,,,,,3.46,2.52,4.49,,,,,,,2.43,2.05,2.79,,,,,,,,,,,,,46.49,45.31,47.63,,,,,,,,,,,,,,,,,,,,,,,,,16.0,26.0,4.0,4.0,2.0,47.0,,
2015-03-18,15.38,14.41,16.17,,,,,,,,,,,,,27.17,26.31,28.12,,,,,,,,,,,,,4.31,3.75,4.98,,,,,,,,,,,,,3.45,2.52,4.5,,,,,,,2.4,2.03,2.75,,,,,,,,,,,,,46.59,45.33,47.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-03-19,15.38,14.42,16.18,,,,,,,,,,,,,27.1,26.24,28.06,,,,,,,,,,,,,4.33,3.79,4.99,,,,,,,,,,,,,3.44,2.51,4.46,,,,,,,2.37,2.01,2.7,,,,,,,,,,,,,46.68,45.38,47.86,,,,,,,,,,,,,,,,,,,,,,,,,14.0,27.0,6.0,7.0,3.0,43.0,,
2015-03-20,15.39,14.43,16.22,,,,,,,,,,,,,27.02,26.17,27.98,,,,,,,,,,,,,4.35,3.83,4.99,,,,,,,,,,,,,3.42,2.49,4.47,,,,,,,2.34,1.99,2.69,,,,,,,,,,,,,46.78,45.43,48.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-03-21,15.39,14.41,16.2,,,,,,,,,,,,,26.94,26.05,27.91,,,,,,,,,,,,,4.37,3.86,4.99,,,,,,,,,,,,,3.4,2.46,4.45,,,,,,,2.31,1.96,2.68,,,,,,,,,,,,,46.89,45.51,48.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-03-22,15.4,14.45,16.2,,,,,,,,,,,,,26.85,25.92,27.85,,,,,,,,,,,,,4.39,3.87,4.99,,,,,,,,,,,,,3.39,2.45,4.4,,,,,,,2.29,1.93,2.64,,,,,,,,,,,,,47.0,45.57,48.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-03-23,15.4,14.46,16.25,,,,,,,,,,,,,26.76,25.82,27.75,,,,,,,,,,,,,4.41,3.88,5.0,,,,,,,,,,,,,3.36,2.44,4.32,,,,,,,2.26,1.9,2.6,,,,,,,,,,,,,47.11,45.63,48.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-03-24,15.4,14.48,16.25,,,,,,,,,,,,,26.67,25.71,27.68,,,,,,,,,,,,,4.44,3.9,5.01,,,,,,,,,,,,,3.34,2.42,4.28,,,,,,,2.23,1.88,2.57,,,,,,,,,,,,,47.23,45.7,48.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-03-25,15.4,14.51,16.26,,,,,,,,,,,,,26.59,25.66,27.59,,,,,,,,,,,,,4.46,3.92,5.02,,,,,,,,,,,,,3.31,2.41,4.22,,,,,,,2.2,1.85,2.54,,,,,,,,,,,,,47.35,45.77,48.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-03-26,15.4,14.53,16.27,,,,,,,,,,,,,26.5,25.56,27.49,,,,,,,,,,,,,4.49,3.95,5.04,,,,,,,,,,,,,3.28,2.39,4.17,,,,,,,2.17,1.82,2.52,,,,,,,,,,,,,47.47,45.85,48.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-03-27,15.4,14.51,16.27,,,,,,,,,,,,,26.41,25.47,27.39,,,,,,,,,,,,,4.51,3.99,5.05,,,,,,,,,,,,,3.25,2.4,4.13,,,,,,,2.15,1.78,2.5,,,,,,,,,,,,,47.58,45.94,49.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-03-28,15.4,14.53,16.27,,,,,,,,,,,,,26.33,25.41,27.36,,,,,,,,,,,,,4.54,4.04,5.06,,,,,,,,,,,,,3.22,2.4,4.08,,,,,,,2.12,1.76,2.48,,,,,,,,,,,,,47.7,46.07,49.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-03-29,15.4,14.53,16.27,,,,,,,,,,,,,26.25,25.3,27.33,,,,,,,,,,,,,4.56,4.09,5.07,,,,,,,,,,,,,3.18,2.39,4.04,,,,,,,2.1,1.75,2.46,,,,,,,,,,,,,47.82,46.22,49.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-03-30,15.39,14.54,16.23,,,,,,,,,,,,,26.18,25.24,27.28,,,,,,,,,,,,,4.59,4.09,5.09,,,,,,,,,,,,,3.15,2.36,4.0,,,,,,,2.07,1.73,2.44,,,,,,,,,,,,,47.93,46.29,49.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-03-31,15.38,14.56,16.23,,,,,,,,,,,,,26.11,25.18,27.21,,,,,,,,,,,,,4.63,4.1,5.11,,,,,,,,,,,,,3.1,2.33,3.95,,,,,,,2.05,1.71,2.42,,,,,,,,,,,,,48.04,46.41,49.5,,,,,,,,,,,,,,,,,,,,,,,,,16.0,29.0,3.0,2.0,2.0,46.0,,
2015-04-01,15.37,14.58,16.19,,,,,,,,,,,,,26.05,25.13,27.19,,,,,,,,,,,,,4.66,4.16,5.12,,,,,,,,,,,,,3.06,2.29,3.9,,,,,,,2.03,1.7,2.39,,,,,,,,,,,,,48.14,46.53,49.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-04-02,15.35,14.59,16.16,,,,,,,,,,,,,26.0,25.12,27.15,,,,,,,,,,,,,4.7,4.2,5.14,,,,,,,,,,,,,3.01,2.26,3.83,,,,,,,2.01,1.68,2.37,,,,,,,,,,,,,48.24,46.66,49.64,,,,,,,,,,,,,,,,,,,,,,,,,14.0,29.0,4.0,4.0,2.0,45.0,,
2015-04-03,15.34,14.56,16.12,,,,,,,,,,,,,25.95,25.06,27.15,,,,,,,,,,,,,4.74,4.22,5.16,,,,,,,,,,,,,2.96,2.24,3.75,,,,,,,1.99,1.66,2.35,,,,,,,,,,,,,48.33,46.75,49.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-04-04,15.32,14.56,16.07,,,,,,,,,,,,,25.91,25.03,27.14,,,,,,,,,,,,,4.78,4.26,5.2,,,,,,,,,,,,,2.91,2.22,3.66,,,,,,,1.97,1.64,2.33,,,,,,,,,,,,,48.41,46.83,49.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-04-05,15.3,14.57,16.03,,,,,,,,,,,,,25.87,24.99,27.07,,,,,,,,,,,,,4.82,4.3,5.25,,,,,,,,,,,,,2.86,2.21,3.56,,,,,,,1.95,1.63,2.3,,,,,,,,,,,,,48.49,46.89,49.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-04-06,15.28,14.58,16.02,,,,,,,,,,,,,25.83,24.95,27.0,,,,,,,,,,,,,4.86,4.35,5.27,,,,,,,,,,,,,2.81,2.19,3.48,,,,,,,1.93,1.62,2.28,,,,,,,,,,,,,48.57,46.96,49.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-04-07,15.27,14.55,16.01,,,,,,,,,,,,,25.8,24.9,26.96,,,,,,,,,,,,,4.91,4.39,5.32,,,,,,,,,,,,,2.76,2.18,3.41,,,,,,,1.91,1.61,2.26,,,,,,,,,,,,,48.64,47.02,49.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-04-08,15.25,14.52,16.01,,,,,,,,,,,,,25.78,24.85,26.94,,,,,,,,,,,,,4.95,4.44,5.37,,,,,,,,,,,,,2.71,2.17,3.32,,,,,,,1.9,1.58,2.23,,,,,,,,,,,,,48.71,47.08,49.88,,,,,,,,,,,,,,,,,,,,,,,,,13.0,24.0,6.0,,3.0,52.0,,
2015-04-09,15.23,14.52,15.99,,,,,,,,,,,,,25.75,24.86,26.91,,,,,,,,,,,,,4.99,4.47,5.43,,,,,,,,,,,,,2.66,2.15,3.25,,,,,,,1.88,1.57,2.22,,,,,,,,,,,,,48.77,47.17,49.9,,,,,,,,,,,,,,,,,,,,,,,,,18.0,25.0,4.0,2.0,1.0,49.0,,
2015-04-10,15.21,14.49,15.93,,,,,,,,,,,,,25.73,24.81,26.92,,,,,,,,,,,,,5.04,4.51,5.48,,,,,,,,,,,,,2.61,2.1,3.18,,,,,,,1.87,1.55,2.2,,,,,,,,,,,,,48.83,47.26,49.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-04-11,15.19,14.48,15.88,,,,,,,,,,,,,25.71,24.78,26.87,,,,,,,,,,,,,5.08,4.56,5.52,,,,,,,,,,,,,2.56,2.09,3.1,,,,,,,1.85,1.54,2.19,,,,,,,,,,,,,48.88,47.38,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-04-12,15.18,14.48,15.83,,,,,,,,,,,,,25.7,24.74,26.86,,,,,,,,,,,,,5.12,4.59,5.57,,,,,,,,,,,,,2.51,2.07,3.03,,,,,,,1.84,1.53,2.18,,,,,,,,,,,,,48.93,47.45,50.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-04-13,15.16,14.47,15.81,,,,,,,,,,,,,25.68,24.72,26.85,,,,,,,,,,,,,5.15,4.62,5.61,,,,,,,,,,,,,2.47,2.03,2.94,,,,,,,1.82,1.52,2.17,,,,,,,,,,,,,48.98,47.51,50.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-04-14,15.15,14.48,15.81,,,,,,,,,,,,,25.67,24.71,26.84,,,,,,,,,,,,,5.19,4.64,5.65,,,,,,,,,,,,,2.42,2.0,2.88,,,,,,,1.81,1.5,2.16,,,,,,,,,,,,,49.02,47.59,50.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-04-15,15.13,14.48,15.8,,,,,,,,,,,,,25.66,24.69,26.82,,,,,,,,,,,,,5.23,4.67,5.7,,,,,,,,,,,,,2.38,1.96,2.83,,,,,,,1.8,1.49,2.15,,,,,,,,,,,,,49.07,47.66,50.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-04-16,15.12,14.47,15.8,,,,,,,,,,,,,25.64,24.67,26.8,,,,,,,,,,,,,5.26,4.7,5.74,,,,,,,,,,,,,2.34,1.94,2.78,,,,,,,1.79,1.48,2.14,,,,,,,,,,,,,49.1,47.74,50.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-04-17,15.11,14.47,15.8,,,,,,,,,,,,,25.63,24.68,26.79,,,,,,,,,,,,,5.29,4.73,5.77,,,,,,,,,,,,,2.3,1.91,2.7,,,,,,,1.78,1.47,2.13,,,,,,,,,,,,,49.14,47.77,50.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-04-18,15.11,14.45,15.79,,,,,,,,,,,,,25.62,24.68,26.8,,,,,,,,,,,,,5.32,4.75,5.81,,,,,,,,,,,,,2.27,1.89,2.67,,,,,,,1.77,1.45,2.11,,,,,,,,,,,,,49.17,47.8,50.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-04-19,15.1,14.43,15.78,,,,,,,,,,,,,25.61,24.67,26.81,,,,,,,,,,,,,5.35,4.77,5.84,,,,,,,,,,,,,2.23,1.87,2.62,,,,,,,1.77,1.44,2.09,,,,,,,,,,,,,49.2,47.86,50.29,,,,,,,,,,,,,,,,,,,,,,,,,13.0,22.0,6.0,2.0,2.0,54.0,,
2015-04-20,15.09,14.43,15.77,,,,,,,,,,,,,25.6,24.62,26.81,,,,,,,,,,,,,5.38,4.79,5.86,,,,,,,,,,,,,2.2,1.85,2.61,,,,,,,1.76,1.43,2.09,,,,,,,,,,,,,49.23,47.91,50.32,,,,,,,,,,,,,,,,,,,,,,,,,17.0,25.0,5.0,3.0,1.0,49.0,,
2015-04-21,15.09,14.41,15.77,,,,,,,,,,,,,25.59,24.6,26.82,,,,,,,,,,,,,5.4,4.8,5.88,,,,,,,,,,,,,2.18,1.83,2.59,,,,,,,1.76,1.43,2.08,,,,,,,,,,,,,49.26,47.96,50.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-04-22,15.08,14.41,15.77,,,,,,,,,,,,,25.58,24.58,26.83,,,,,,,,,,,,,5.43,4.83,5.9,,,,,,,,,,,,,2.15,1.81,2.55,,,,,,,1.75,1.42,2.08,,,,,,,,,,,,,49.28,48.02,50.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-04-23,15.08,14.41,15.75,,,,,,,,,,,,,25.56,24.57,26.81,,,,,,,,,,,,,5.45,4.86,5.92,,,,,,,,,,,,,2.13,1.78,2.53,,,,,,,1.74,1.41,2.07,,,,,,,,,,,,,49.3,48.05,50.36,,,,,,,,,,,,,,,,,,,,,,,,,16.0,27.0,4.0,3.0,2.0,48.0,,
2015-04-24,15.08,14.41,15.75,,,,,,,,,,,,,25.55,24.55,26.79,,,,,,,,,,,,,5.48,4.88,5.94,,,,,,,,,,,,,2.12,1.75,2.52,,,,,,,1.74,1.41,2.06,,,,,,,,,,,,,49.32,48.09,50.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-04-25,15.07,14.41,15.75,,,,,,,,,,,,,25.54,24.53,26.76,,,,,,,,,,,,,5.5,4.9,5.96,,,,,,,,,,,,,2.1,1.72,2.53,,,,,,,1.74,1.4,2.06,,,,,,,,,,,,,49.34,48.12,50.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-04-26,15.07,14.41,15.75,,,,,,,,,,,,,25.52,24.52,26.74,,,,,,,,,,,,,5.53,4.91,5.98,,,,,,,,,,,,,2.09,1.72,2.52,,,,,,,1.73,1.39,2.06,,,,,,,,,,,,,49.36,48.14,50.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-04-27,15.07,14.41,15.75,,,,,,,,,,,,,25.51,24.51,26.71,,,,,,,,,,,,,5.55,4.93,6.0,,,,,,,,,,,,,2.08,1.71,2.5,,,,,,,1.73,1.38,2.06,,,,,,,,,,,,,49.37,48.13,50.44,,,,,,,,,,,,,,,,,,,,,,,,,15.5,23.0,5.0,1.5,1.5,52.5,,
2015-04-28,15.06,14.41,15.75,,,,,,,,,,,,,25.5,24.51,26.69,,,,,,,,,,,,,5.58,4.97,6.04,,,,,,,,,,,,,2.07,1.7,2.49,,,,,,,1.72,1.37,2.06,,,,,,,,,,,,,49.39,48.16,50.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-04-29,15.06,14.42,15.75,,,,,,,,,,,,,25.48,24.47,26.68,,,,,,,,,,,,,5.6,5.0,6.09,,,,,,,,,,,,,2.06,1.69,2.47,,,,,,,1.72,1.37,2.07,,,,,,,,,,,,,49.4,48.21,50.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-04-30,15.06,14.41,15.75,,,,,,,,,,,,,25.47,24.44,26.64,,,,,,,,,,,,,5.62,5.02,6.13,,,,,,,,,,,,,2.05,1.69,2.46,,,,,,,1.72,1.36,2.07,,,,,,,,,,,,,49.42,48.24,50.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-05-01,15.05,14.42,15.75,,,,,,,,,,,,,25.46,24.42,26.65,,,,,,,,,,,,,5.65,5.03,6.16,,,,,,,,,,,,,2.04,1.68,2.44,,,,,,,1.71,1.36,2.07,,,,,,,,,,,,,49.43,48.24,50.56,,,,,,,,,,,,,,,,,,,,,,,,,15.0,26.0,7.0,2.0,1.0,49.0,,
2015-05-02,15.05,14.41,15.74,,,,,,,,,,,,,25.45,24.41,26.64,,,,,,,,,,,,,5.67,5.05,6.19,,,,,,,,,,,,,2.03,1.67,2.44,,,,,,,1.71,1.35,2.07,,,,,,,,,,,,,49.44,48.23,50.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-05-03,15.05,14.39,15.74,,,,,,,,,,,,,25.44,24.39,26.62,,,,,,,,,,,,,5.69,5.06,6.22,,,,,,,,,,,,,2.02,1.67,2.43,,,,,,,1.7,1.34,2.05,,,,,,,,,,,,,49.44,48.23,50.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-05-04,15.04,14.38,15.75,,,,,,,,,,,,,25.44,24.38,26.61,,,,,,,,,,,,,5.72,5.07,6.26,,,,,,,,,,,,,2.01,1.66,2.42,,,,,,,1.7,1.34,2.05,,,,,,,,,,,,,49.44,48.24,50.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-05-05,15.04,14.37,15.71,,,,,,,,,,,,,25.45,24.36,26.65,,,,,,,,,,,,,5.74,5.09,6.28,,,,,,,,,,,,,2.0,1.65,2.42,,,,,,,1.69,1.33,2.05,,,,,,,,,,,,,49.44,48.22,50.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
