date,Con (pre-2010 election),Con (pre-2010 election) (low),Con (pre-2010 election) (high),Con (to 2015 election),Con (to 2015 election) (low),Con (to 2015 election) (high),Con (to 2017 election),Con (to 2017 election) (low),Con (to 2017 election) (high),Con (to 2019 election),Con (to 2019 election) (low),Con (to 2019 election) (high),Con (to 2024 election),Con (to 2024 election) (low),Con (to 2024 election) (high),Con (post-2024 election),Con (post-2024 election) (low),Con (post-2024 election) (high),Lab (pre-2010 election),Lab (pre-2010 election) (low),Lab (pre-2010 election) (high),Lab (to 2015 election),Lab (to 2015 election) (low),Lab (to 2015 election) (high),Lab (to 2017 election),Lab (to 2017 election) (low),Lab (to 2017 election) (high),Lab (to 2019 election),Lab (to 2019 election) (low),Lab (to 2019 election) (high),Lab (to 2024 election),Lab (to 2024 election) (low),Lab (to 2024 election) (high),Lab (post-2024 election),Lab (post-2024 election) (low),Lab (post-2024 election) (high),LDem (pre-2010 election),LDem (pre-2010 election) (low),LDem (pre-2010 election) (high),LDem (to 2015 election),LDem (to 2015 election) (low),LDem (to 2015 election) (high),LDem (to 2017 election),LDem (to 2017 election) (low),LDem (to 2017 election) (high),LDem (to 2019 election),LDem (to 2019 election) (low),LDem (to 2019 election) (high),LDem (to 2024 election),LDem (to 2024 election) (low),LDem (to 2024 election) (high),LDem (post-2024 election),LDem (post-2024 election) (low),LDem (post-2024 election) (high),Ukip (to 2015 election),Ukip (to 2015 election) (low),Ukip (to 2015 election) (high),Ukip (to 2017 election),Ukip (to 2017 election) (low),Ukip (to 2017 election) (high),Ukip (to 2019 election),Ukip (to 2019 election) (low),Ukip (to 2019 election) (high),Ukip (to 2024 election),Ukip (to 2024 election) (low),Ukip (to 2024 election) (high),Grn (to 2015 election),Grn (to 2015 election) (low),Grn (to 2015 election) (high),Grn (to 2017 election),Grn (to 2017 election) (low),Grn (to 2017 election) (high),Grn (to 2019 election),Grn (to 2019 election) (low),Grn (to 2019 election) (high),Grn (to 2024 election),Grn (to 2024 election) (low),Grn (to 2024 election) (high),Grn (post-2024 election),Grn (post-2024 election) (low),Grn (post-2024 election) (high),SNP (to 2019 election),SNP (to 2019 election) (low),SNP (to 2019 election) (high),SNP (to 2024 election),SNP (to 2024 election) (low),SNP (to 2024 election) (high),SNP (post-2024 election),SNP (post-2024 election) (low),SNP (post-2024 election) (high),PC (to 2019 election),PC (to 2019 election) (low),PC (to 2019 election) (high),PC (to 2024 election),PC (to 2024 election) (low),PC (to 2024 election) (high),PC (post-2024 election),PC (post-2024 election) (low),PC (post-2024 election) (high),Reform (to 2019 election),Reform (to 2019 election) (low),Reform (to 2019 election) (high),Reform (to 2024 election),Reform (to 2024 election) (low),Reform (to 2024 election) (high),Reform (post-2024 election),Reform (post-2024 election) (low),Reform (post-2024 election) (high),Con (poll),Lab (poll),LDem (poll),Ukip (poll),Grn (poll),SNP (poll),PC (poll),Reform (poll)
2005-08-14,31.32,28.99,33.53,,,,,,,,,,,,,,,,39.01,37.06,40.88,,,,,,,,,,,,,,,,21.82,19.65,24.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.0,38.0,22.0,,,,,
2005-08-15,31.41,29.09,33.65,,,,,,,,,,,,,,,,38.96,37.01,40.87,,,,,,,,,,,,,,,,21.76,19.61,24.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.0,39.0,24.0,,,,,
2005-08-16,31.5,29.17,33.76,,,,,,,,,,,,,,,,38.9,37.0,40.78,,,,,,,,,,,,,,,,21.7,19.58,23.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-08-17,31.59,29.24,33.92,,,,,,,,,,,,,,,,38.85,36.91,40.79,,,,,,,,,,,,,,,,21.65,19.53,23.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-08-18,31.67,29.35,34.06,,,,,,,,,,,,,,,,38.8,36.84,40.69,,,,,,,,,,,,,,,,21.59,19.42,23.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-08-19,31.75,29.5,34.18,,,,,,,,,,,,,,,,38.75,36.71,40.71,,,,,,,,,,,,,,,,21.55,19.31,23.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-08-20,31.83,29.58,34.28,,,,,,,,,,,,,,,,38.7,36.69,40.62,,,,,,,,,,,,,,,,21.51,19.26,23.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-08-21,31.89,29.58,34.35,,,,,,,,,,,,,,,,38.66,36.61,40.52,,,,,,,,,,,,,,,,21.48,19.2,23.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-08-22,31.95,29.65,34.31,,,,,,,,,,,,,,,,38.63,36.62,40.46,,,,,,,,,,,,,,,,21.45,19.19,23.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-08-23,32.0,29.72,34.33,,,,,,,,,,,,,,,,38.6,36.57,40.43,,,,,,,,,,,,,,,,21.43,19.19,23.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-08-24,32.03,29.7,34.29,,,,,,,,,,,,,,,,38.57,36.41,40.43,,,,,,,,,,,,,,,,21.42,19.2,23.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.0,40.0,20.0,,,,,
2005-08-25,32.06,29.66,34.34,,,,,,,,,,,,,,,,38.55,36.37,40.45,,,,,,,,,,,,,,,,21.42,19.27,23.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-08-26,32.07,29.67,34.39,,,,,,,,,,,,,,,,38.54,36.34,40.44,,,,,,,,,,,,,,,,21.41,19.36,23.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-08-27,32.08,29.65,34.41,,,,,,,,,,,,,,,,38.54,36.35,40.36,,,,,,,,,,,,,,,,21.42,19.35,23.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-08-28,32.08,29.56,34.43,,,,,,,,,,,,,,,,38.54,36.34,40.33,,,,,,,,,,,,,,,,21.42,19.41,23.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-08-29,32.08,29.49,34.43,,,,,,,,,,,,,,,,38.54,36.31,40.31,,,,,,,,,,,,,,,,21.42,19.48,23.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-08-30,32.07,29.43,34.43,,,,,,,,,,,,,,,,38.55,36.36,40.29,,,,,,,,,,,,,,,,21.42,19.48,23.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-08-31,32.06,29.39,34.41,,,,,,,,,,,,,,,,38.56,36.41,40.26,,,,,,,,,,,,,,,,21.43,19.5,23.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-09-01,32.05,29.37,34.38,,,,,,,,,,,,,,,,38.57,36.45,40.23,,,,,,,,,,,,,,,,21.43,19.46,23.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-09-02,32.04,29.35,34.22,,,,,,,,,,,,,,,,38.58,36.49,40.22,,,,,,,,,,,,,,,,21.43,19.45,23.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-09-03,32.02,29.45,34.22,,,,,,,,,,,,,,,,38.6,36.55,40.2,,,,,,,,,,,,,,,,21.43,19.44,23.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-09-04,32.01,29.56,34.22,,,,,,,,,,,,,,,,38.62,36.61,40.16,,,,,,,,,,,,,,,,21.43,19.43,23.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.0,37.0,20.0,,,,,
2005-09-05,31.99,29.69,34.1,,,,,,,,,,,,,,,,38.63,36.67,40.12,,,,,,,,,,,,,,,,21.43,19.44,23.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-09-06,31.98,29.85,34.0,,,,,,,,,,,,,,,,38.65,36.73,40.1,,,,,,,,,,,,,,,,21.42,19.47,23.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-09-07,31.97,29.91,33.94,,,,,,,,,,,,,,,,38.66,36.69,40.09,,,,,,,,,,,,,,,,21.42,19.47,23.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-09-08,31.95,29.88,33.87,,,,,,,,,,,,,,,,38.68,36.74,40.08,,,,,,,,,,,,,,,,21.41,19.6,23.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-09-09,31.94,29.89,33.81,,,,,,,,,,,,,,,,38.7,36.83,40.07,,,,,,,,,,,,,,,,21.4,19.69,23.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.0,37.0,21.0,,,,,
2005-09-10,31.93,29.91,33.74,,,,,,,,,,,,,,,,38.71,36.93,40.1,,,,,,,,,,,,,,,,21.38,19.73,23.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-09-11,31.92,29.92,33.68,,,,,,,,,,,,,,,,38.73,36.97,40.19,,,,,,,,,,,,,,,,21.37,19.67,22.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-09-12,31.91,29.93,33.66,,,,,,,,,,,,,,,,38.75,37.04,40.27,,,,,,,,,,,,,,,,21.35,19.61,22.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-09-13,31.9,29.94,33.66,,,,,,,,,,,,,,,,38.77,37.07,40.34,,,,,,,,,,,,,,,,21.33,19.63,22.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-09-14,31.89,29.91,33.67,,,,,,,,,,,,,,,,38.79,37.08,40.36,,,,,,,,,,,,,,,,21.31,19.64,22.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-09-15,31.88,29.89,33.63,,,,,,,,,,,,,,,,38.8,37.06,40.36,,,,,,,,,,,,,,,,21.29,19.55,22.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-09-16,31.88,29.92,33.6,,,,,,,,,,,,,,,,38.81,37.12,40.36,,,,,,,,,,,,,,,,21.27,19.47,22.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-09-17,31.87,29.95,33.53,,,,,,,,,,,,,,,,38.83,37.16,40.37,,,,,,,,,,,,,,,,21.26,19.4,22.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.0,40.0,21.0,,,,,
2005-09-18,31.86,30.0,33.5,,,,,,,,,,,,,,,,38.84,37.16,40.41,,,,,,,,,,,,,,,,21.24,19.33,22.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-09-19,31.85,30.02,33.57,,,,,,,,,,,,,,,,38.85,37.17,40.42,,,,,,,,,,,,,,,,21.23,19.25,22.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-09-20,31.85,30.03,33.59,,,,,,,,,,,,,,,,38.86,37.16,40.42,,,,,,,,,,,,,,,,21.22,19.24,22.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-09-21,31.84,30.04,33.51,,,,,,,,,,,,,,,,38.87,37.17,40.48,,,,,,,,,,,,,,,,21.21,19.28,22.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-09-22,31.84,30.08,33.5,,,,,,,,,,,,,,,,38.89,37.17,40.46,,,,,,,,,,,,,,,,21.2,19.29,22.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-09-23,31.83,30.09,33.52,,,,,,,,,,,,,,,,38.9,37.19,40.5,,,,,,,,,,,,,,,,21.2,19.28,22.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-09-24,31.83,30.12,33.51,,,,,,,,,,,,,,,,38.92,37.24,40.51,,,,,,,,,,,,,,,,21.19,19.25,22.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-09-25,31.83,30.19,33.47,,,,,,,,,,,,,,,,38.93,37.3,40.5,,,,,,,,,,,,,,,,21.18,19.23,22.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-09-26,31.83,30.14,33.43,,,,,,,,,,,,,,,,38.95,37.29,40.49,,,,,,,,,,,,,,,,21.17,19.28,22.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.0,39.0,25.0,,,,,
2005-09-27,31.83,30.16,33.46,,,,,,,,,,,,,,,,38.97,37.28,40.51,,,,,,,,,,,,,,,,21.16,19.24,22.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-09-28,31.84,30.16,33.48,,,,,,,,,,,,,,,,38.99,37.33,40.56,,,,,,,,,,,,,,,,21.15,19.26,22.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-09-29,31.84,30.13,33.5,,,,,,,,,,,,,,,,39.01,37.35,40.63,,,,,,,,,,,,,,,,21.14,19.23,22.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.0,40.0,20.0,,,,,
2005-09-30,31.85,30.1,33.54,,,,,,,,,,,,,,,,39.04,37.33,40.6,,,,,,,,,,,,,,,,21.12,19.17,22.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-10-01,31.86,30.06,33.44,,,,,,,,,,,,,,,,39.06,37.37,40.6,,,,,,,,,,,,,,,,21.11,19.2,22.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-10-02,31.87,30.07,33.42,,,,,,,,,,,,,,,,39.08,37.41,40.63,,,,,,,,,,,,,,,,21.09,19.17,22.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-10-03,31.89,30.11,33.44,,,,,,,,,,,,,,,,39.1,37.43,40.73,,,,,,,,,,,,,,,,21.07,19.15,22.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-10-04,31.91,30.12,33.46,,,,,,,,,,,,,,,,39.11,37.46,40.74,,,,,,,,,,,,,,,,21.04,19.14,22.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-10-05,31.93,30.12,33.48,,,,,,,,,,,,,,,,39.13,37.51,40.74,,,,,,,,,,,,,,,,21.02,19.14,22.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-10-06,31.96,30.18,33.57,,,,,,,,,,,,,,,,39.14,37.49,40.79,,,,,,,,,,,,,,,,20.99,19.15,22.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.0,38.0,22.0,,,,,
2005-10-07,31.98,30.15,33.67,,,,,,,,,,,,,,,,39.15,37.51,40.85,,,,,,,,,,,,,,,,20.97,19.15,22.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-10-08,32.01,30.14,33.69,,,,,,,,,,,,,,,,39.16,37.49,40.8,,,,,,,,,,,,,,,,20.94,19.17,22.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-10-09,32.04,30.15,33.69,,,,,,,,,,,,,,,,39.16,37.46,40.81,,,,,,,,,,,,,,,,20.91,19.11,22.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.0,40.0,21.0,,,,,
2005-10-10,32.08,30.16,33.68,,,,,,,,,,,,,,,,39.17,37.41,40.83,,,,,,,,,,,,,,,,20.87,19.02,22.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-10-11,32.11,30.15,33.8,,,,,,,,,,,,,,,,39.17,37.4,40.81,,,,,,,,,,,,,,,,20.84,18.93,22.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-10-12,32.15,30.17,33.92,,,,,,,,,,,,,,,,39.16,37.34,40.8,,,,,,,,,,,,,,,,20.81,18.85,22.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-10-13,32.19,30.22,34.01,,,,,,,,,,,,,,,,39.16,37.29,40.82,,,,,,,,,,,,,,,,20.77,18.76,22.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-10-14,32.23,30.29,33.96,,,,,,,,,,,,,,,,39.15,37.26,40.81,,,,,,,,,,,,,,,,20.73,18.69,22.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-10-15,32.27,30.36,33.91,,,,,,,,,,,,,,,,39.14,37.3,40.8,,,,,,,,,,,,,,,,20.69,18.63,22.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.0,41.0,18.0,,,,,
2005-10-16,32.31,30.4,33.98,,,,,,,,,,,,,,,,39.13,37.29,40.8,,,,,,,,,,,,,,,,20.65,18.57,22.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-10-17,32.35,30.44,34.06,,,,,,,,,,,,,,,,39.12,37.23,40.79,,,,,,,,,,,,,,,,20.6,18.52,22.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-10-18,32.39,30.43,34.04,,,,,,,,,,,,,,,,39.11,37.18,40.8,,,,,,,,,,,,,,,,20.56,18.46,22.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-10-19,32.43,30.41,34.03,,,,,,,,,,,,,,,,39.1,37.14,40.8,,,,,,,,,,,,,,,,20.51,18.43,22.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-10-20,32.48,30.39,34.0,,,,,,,,,,,,,,,,39.09,37.19,40.81,,,,,,,,,,,,,,,,20.46,18.39,22.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.0,36.0,22.0,,,,,
2005-10-21,32.52,30.4,33.97,,,,,,,,,,,,,,,,39.08,37.16,40.82,,,,,,,,,,,,,,,,20.41,18.35,22.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-10-22,32.56,30.55,33.99,,,,,,,,,,,,,,,,39.07,37.17,40.84,,,,,,,,,,,,,,,,20.36,18.33,22.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-10-23,32.61,30.57,34.07,,,,,,,,,,,,,,,,39.07,37.19,40.86,,,,,,,,,,,,,,,,20.31,18.3,22.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-10-24,32.65,30.61,34.14,,,,,,,,,,,,,,,,39.06,37.22,40.87,,,,,,,,,,,,,,,,20.25,18.25,22.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-10-25,32.69,30.66,34.22,,,,,,,,,,,,,,,,39.05,37.24,40.82,,,,,,,,,,,,,,,,20.2,18.22,21.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.0,40.0,21.0,,,,,
2005-10-26,32.74,30.69,34.29,,,,,,,,,,,,,,,,39.04,37.25,40.79,,,,,,,,,,,,,,,,20.16,18.19,21.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-10-27,32.78,30.7,34.34,,,,,,,,,,,,,,,,39.04,37.2,40.74,,,,,,,,,,,,,,,,20.11,18.19,21.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.0,40.0,19.0,,,,,
2005-10-28,32.82,30.77,34.34,,,,,,,,,,,,,,,,39.03,37.22,40.72,,,,,,,,,,,,,,,,20.07,18.2,21.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-10-29,32.86,30.83,34.43,,,,,,,,,,,,,,,,39.02,37.19,40.71,,,,,,,,,,,,,,,,20.02,18.2,21.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-10-30,32.9,30.91,34.49,,,,,,,,,,,,,,,,39.01,37.17,40.76,,,,,,,,,,,,,,,,19.98,18.19,21.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-10-31,32.94,30.98,34.62,,,,,,,,,,,,,,,,39.0,37.18,40.73,,,,,,,,,,,,,,,,19.94,18.13,21.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-11-01,32.98,31.05,34.71,,,,,,,,,,,,,,,,38.99,37.2,40.76,,,,,,,,,,,,,,,,19.9,18.05,21.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-11-02,33.04,31.15,34.8,,,,,,,,,,,,,,,,38.96,37.17,40.74,,,,,,,,,,,,,,,,19.86,17.98,21.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-11-03,33.09,31.24,34.88,,,,,,,,,,,,,,,,38.93,37.16,40.74,,,,,,,,,,,,,,,,19.83,17.95,21.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
