date,Con,Con (low),Con (high),Lab,Lab (low),Lab (high),LDem,LDem (low),LDem (high),Ukip,Ukip (low),Ukip (high),Grn,Grn (low),Grn (high),PC,PC (low),PC (high),Reform,Reform (low),Reform (high),Con (poll),Lab (poll),LDem (poll),Ukip (poll),Grn (poll),PC (poll),Reform (poll)
2020-08-24,32.92,32.0,33.0,41.16,41.0,43.0,2.08,2.0,3.0,,,,3.0,3.0,3.0,14.84,13.0,15.0,4.08,4.0,5.0,,,,,,,
2020-08-25,32.91,32.0,33.0,41.18,41.0,43.0,2.09,2.0,3.0,,,,3.0,3.0,3.0,14.82,13.0,15.0,4.09,4.0,5.0,,,,,,,
2020-08-26,32.9,32.0,33.0,41.21,41.0,43.0,2.1,2.0,3.0,,,,3.0,3.0,3.0,14.79,13.0,15.0,4.1,4.0,5.0,,,,,,,
2020-08-27,32.88,32.0,33.0,41.24,41.0,43.0,2.12,2.0,3.0,,,,3.0,3.0,3.0,14.76,13.0,15.0,4.12,4.0,5.0,,,,,,,
2020-08-28,32.87,32.0,33.0,41.27,41.0,43.0,2.13,2.0,3.0,,,,3.0,3.0,3.0,14.73,13.0,15.0,4.13,4.0,5.0,,,,,,,
2020-08-29,32.85,32.0,33.0,41.29,41.0,43.0,2.15,2.0,3.0,,,,3.0,3.0,3.0,14.71,13.0,15.0,4.15,4.0,5.0,,,,,,,
2020-08-30,32.84,32.0,33.0,41.32,41.0,43.0,2.16,2.0,3.0,,,,3.0,3.0,3.0,14.68,13.0,15.0,4.16,4.0,5.0,,,,,,,
2020-08-31,32.82,32.0,33.0,41.35,41.0,43.0,2.18,2.0,3.0,,,,3.0,3.0,3.0,14.65,13.0,15.0,4.18,4.0,5.0,,,,,,,
2020-09-01,32.81,32.0,33.0,41.38,41.0,43.0,2.19,2.0,3.0,,,,3.0,3.0,3.0,14.62,13.0,15.0,4.19,4.0,5.0,,,,,,,
2020-09-02,32.79,32.0,33.0,41.41,41.0,43.0,2.21,2.0,3.0,,,,3.0,3.0,3.0,14.59,13.0,15.0,4.21,4.0,5.0,,,,,,,
2020-09-03,32.78,32.0,33.0,41.44,41.0,43.0,2.22,2.0,3.0,,,,3.0,3.0,3.0,14.56,13.0,15.0,4.22,4.0,5.0,,,,,,,
2020-09-04,32.76,32.0,33.0,41.47,41.0,43.0,2.24,2.0,3.0,,,,3.0,3.0,3.0,14.53,13.0,15.0,4.24,4.0,5.0,33.0,41.0,2.0,,3.0,15.0,4.0
2020-09-05,32.75,32.0,33.0,41.5,41.0,43.0,2.25,2.0,3.0,,,,3.0,3.0,3.0,14.5,13.0,15.0,4.25,4.0,5.0,,,,,,,
2020-09-06,32.74,32.0,33.0,41.53,41.0,43.0,2.26,2.0,3.0,,,,3.0,3.0,3.0,14.47,13.0,15.0,4.26,4.0,5.0,,,,,,,
2020-09-07,32.72,32.0,33.0,41.55,41.0,43.0,2.28,2.0,3.0,,,,3.0,3.0,3.0,14.45,13.0,15.0,4.28,4.0,5.0,,,,,,,
2020-09-08,32.71,32.0,33.0,41.58,41.0,43.0,2.29,2.0,3.0,,,,3.0,3.0,3.0,14.42,13.0,15.0,4.29,4.0,5.0,,,,,,,
2020-09-09,32.7,32.0,33.0,41.6,41.0,43.0,2.3,2.0,3.0,,,,3.0,3.0,3.0,14.4,13.0,15.0,4.3,4.0,5.0,,,,,,,
2020-09-10,32.69,32.0,33.0,41.63,41.0,43.0,2.31,2.0,3.0,,,,3.0,3.0,3.0,14.37,13.0,15.0,4.31,4.0,5.0,,,,,,,
2020-09-11,32.67,32.0,33.0,41.65,41.0,43.0,2.33,2.0,3.0,,,,3.0,3.0,3.0,14.35,13.0,15.0,4.33,4.0,5.0,,,,,,,
2020-09-12,32.66,32.0,33.0,41.67,41.0,43.0,2.34,2.0,3.0,,,,3.0,3.0,3.0,14.33,13.0,15.0,4.34,4.0,5.0,,,,,,,
2020-09-13,32.65,32.0,33.0,41.7,41.0,43.0,2.35,2.0,3.0,,,,3.0,3.0,3.0,14.3,13.0,15.0,4.35,4.0,5.0,,,,,,,
2020-09-14,32.64,32.0,33.0,41.72,41.0,43.0,2.36,2.0,3.0,,,,3.0,3.0,3.0,14.28,13.0,15.0,4.36,4.0,5.0,,,,,,,
2020-09-15,32.63,32.0,33.0,41.74,41.0,43.0,2.37,2.0,3.0,,,,3.0,3.0,3.0,14.26,13.0,15.0,4.37,4.0,5.0,,,,,,,
2020-09-16,32.62,32.0,33.0,41.76,41.0,43.0,2.38,2.0,3.0,,,,3.0,3.0,3.0,14.24,13.0,15.0,4.38,4.0,5.0,,,,,,,
2020-09-17,32.61,32.0,33.0,41.78,41.0,43.0,2.39,2.0,3.0,,,,3.0,3.0,3.0,14.22,13.0,15.0,4.39,4.0,5.0,,,,,,,
2020-09-18,32.6,32.0,33.0,41.79,41.0,43.0,2.4,2.0,3.0,,,,3.0,3.0,3.0,14.21,13.0,15.0,4.4,4.0,5.0,,,,,,,
2020-09-19,32.59,32.0,33.0,41.81,41.0,43.0,2.41,2.0,3.0,,,,3.0,3.0,3.0,14.19,13.0,15.0,4.41,4.0,5.0,,,,,,,
2020-09-20,32.59,32.0,33.0,41.83,41.0,43.0,2.41,2.0,3.0,,,,3.0,3.0,3.0,14.17,13.0,15.0,4.41,4.0,5.0,,,,,,,
2020-09-21,32.58,32.0,33.0,41.85,41.0,43.0,2.42,2.0,3.0,,,,3.0,3.0,3.0,14.15,13.0,15.0,4.42,4.0,5.0,,,,,,,
2020-09-22,32.57,32.0,33.0,41.86,41.0,43.0,2.43,2.0,3.0,,,,3.0,3.0,3.0,14.14,13.0,15.0,4.43,4.0,5.0,,,,,,,
2020-09-23,32.56,32.0,33.0,41.88,41.0,43.0,2.44,2.0,3.0,,,,3.0,3.0,3.0,14.12,13.0,15.0,4.44,4.0,5.0,,,,,,,
2020-09-24,32.55,32.0,33.0,41.89,41.0,43.0,2.45,2.0,3.0,,,,3.0,3.0,3.0,14.11,13.0,15.0,4.45,4.0,5.0,,,,,,,
2020-09-25,32.55,32.0,33.0,41.91,41.0,43.0,2.45,2.0,3.0,,,,3.0,3.0,3.0,14.09,13.0,15.0,4.45,4.0,5.0,,,,,,,
2020-09-26,32.54,32.0,33.0,41.92,41.0,43.0,2.46,2.0,3.0,,,,3.0,3.0,3.0,14.08,13.0,15.0,4.46,4.0,5.0,,,,,,,
2020-09-27,32.53,32.0,33.0,41.94,41.0,43.0,2.47,2.0,3.0,,,,3.0,3.0,3.0,14.06,13.0,15.0,4.47,4.0,5.0,,,,,,,
2020-09-28,32.52,29.0,33.0,41.95,41.0,43.0,2.48,2.0,5.0,,,,3.0,3.0,3.0,14.05,13.0,15.0,4.48,4.0,5.0,,,,,,,
2020-09-29,32.52,29.0,33.0,41.97,41.0,43.0,2.48,2.0,5.0,,,,3.0,3.0,3.0,14.03,13.0,15.0,4.48,4.0,5.0,,,,,,,
2020-09-30,32.51,29.0,33.0,41.98,41.0,43.0,2.49,2.0,5.0,,,,3.0,3.0,3.01,14.02,13.0,15.0,4.49,4.0,5.0,,,,,,,
2020-10-01,32.5,29.0,33.0,41.99,41.0,43.0,2.5,2.0,5.0,,,,3.0,3.0,3.03,14.01,13.0,15.0,4.5,4.0,5.0,,,,,,,
2020-10-02,32.49,29.0,32.99,42.0,41.0,43.0,2.51,2.01,5.0,,,,3.01,3.0,3.05,13.99,13.0,15.0,4.5,4.0,5.0,,,,,,,
2020-10-03,32.47,29.0,32.99,42.02,41.0,42.99,2.52,2.01,5.0,,,,3.02,3.0,3.09,13.97,13.0,14.99,4.51,4.01,5.0,,,,,,,
2020-10-04,32.46,29.0,32.98,42.03,41.0,42.99,2.54,2.02,5.0,,,,3.02,3.0,3.13,13.96,13.0,14.99,4.52,4.01,5.0,,,,,,,
2020-10-05,32.44,29.0,32.97,42.04,41.0,42.99,2.55,2.02,5.0,,,,3.03,3.0,3.18,13.94,13.0,14.98,4.53,4.01,5.0,,,,,,,
2020-10-06,32.42,29.0,32.96,42.05,41.0,42.99,2.57,2.03,5.0,,,,3.05,3.0,3.24,13.92,13.0,14.98,4.54,4.02,5.0,,,,,,,
2020-10-07,32.39,29.0,32.94,42.06,41.0,42.98,2.59,2.04,5.0,,,,3.06,3.0,3.31,13.9,13.0,14.97,4.55,4.02,5.0,,,,,,,
2020-10-08,32.36,29.0,32.92,42.06,41.0,42.98,2.61,2.06,5.0,,,,3.08,3.0,3.38,13.88,13.0,14.96,4.56,4.03,5.0,,,,,,,
2020-10-09,32.34,29.0,32.9,42.07,41.0,42.97,2.63,2.07,5.0,,,,3.1,3.0,3.46,13.86,13.0,14.95,4.57,4.04,5.0,,,,,,,
2020-10-10,32.3,29.0,32.88,42.08,41.0,42.96,2.66,2.09,5.0,,,,3.12,3.0,3.54,13.84,13.0,14.94,4.58,4.04,5.0,,,,,,,
2020-10-11,32.27,29.0,32.85,42.08,41.0,42.96,2.68,2.11,5.0,,,,3.14,3.0,3.62,13.82,13.0,14.93,4.59,4.05,5.0,,,,,,,
2020-10-12,32.23,29.0,32.82,42.09,41.0,42.95,2.71,2.13,5.0,,,,3.17,3.0,3.71,13.8,13.0,14.91,4.6,4.07,5.0,,,,,,,
2020-10-13,32.19,29.0,32.79,42.09,41.0,42.94,2.74,2.16,5.0,,,,3.2,3.0,3.79,13.78,13.0,14.89,4.61,4.08,5.0,,,,,,,
2020-10-14,32.15,29.0,32.75,42.1,41.0,42.93,2.77,2.19,5.0,,,,3.23,3.0,3.87,13.75,13.0,14.88,4.62,4.09,5.0,,,,,,,
2020-10-15,32.11,29.0,32.71,42.1,41.0,42.93,2.81,2.22,5.0,,,,3.26,3.0,3.96,13.73,13.0,14.85,4.64,4.11,5.0,,,,,,,
2020-10-16,32.06,29.0,32.66,42.11,41.0,42.92,2.84,2.25,5.0,,,,3.29,3.0,4.07,13.7,13.0,14.83,4.65,4.12,5.0,,,,,,,
2020-10-17,32.01,29.0,32.64,42.11,41.0,42.91,2.88,2.29,5.0,,,,3.32,3.0,4.17,13.68,13.0,14.81,4.66,4.14,5.0,,,,,,,
2020-10-18,31.96,29.0,32.62,42.11,41.0,42.9,2.92,2.33,5.0,,,,3.36,3.0,4.28,13.65,13.0,14.78,4.68,4.16,5.0,,,,,,,
2020-10-19,31.91,29.0,32.61,42.11,41.0,42.89,2.95,2.37,5.0,,,,3.4,3.0,4.38,13.62,13.0,14.75,4.69,4.18,5.0,,,,,,,
2020-10-20,31.86,29.0,32.6,42.11,41.0,42.88,2.99,2.39,5.0,,,,3.44,3.0,4.48,13.59,13.0,14.72,4.7,4.2,5.0,,,,,,,
2020-10-21,31.81,29.0,32.58,42.12,41.0,42.87,3.03,2.41,5.0,,,,3.48,3.0,4.58,13.57,13.0,14.69,4.72,4.22,5.0,,,,,,,
2020-10-22,31.75,29.0,32.57,42.12,41.0,42.86,3.07,2.43,5.0,,,,3.52,3.0,4.68,13.54,13.0,14.65,4.73,4.24,5.0,,,,,,,
2020-10-23,31.7,29.0,32.56,42.12,41.0,42.85,3.12,2.44,5.0,,,,3.56,3.0,4.78,13.51,13.0,14.61,4.74,4.27,5.0,,,,,,,
2020-10-24,31.64,29.0,33.0,42.12,41.0,43.0,3.16,2.0,5.0,,,,3.6,3.0,6.0,13.48,13.0,15.0,4.76,4.0,5.0,,,,,,,
2020-10-25,31.59,29.0,33.0,42.12,41.0,43.0,3.2,2.0,5.0,,,,3.64,3.0,6.0,13.46,13.0,15.0,4.77,4.0,5.0,,,,,,,
2020-10-26,31.53,29.0,33.0,42.12,40.99,42.99,3.24,2.0,5.0,,,,3.68,3.0,6.0,13.43,13.0,15.0,4.79,4.0,5.0,,,,,,,
2020-10-27,31.48,29.01,33.0,42.11,40.97,42.97,3.28,2.0,5.0,,,,3.72,3.0,5.99,13.4,13.0,15.0,4.8,4.01,5.0,,,,,,,
2020-10-28,31.42,29.01,33.0,42.11,40.94,42.93,3.32,2.01,4.99,,,,3.77,3.0,5.99,13.38,13.0,15.01,4.81,4.02,5.0,,,,,,,
2020-10-29,31.37,29.02,33.0,42.1,40.89,42.87,3.37,2.02,4.99,,,,3.81,3.0,5.98,13.35,13.0,15.02,4.83,4.03,5.0,32.0,43.0,3.0,,3.0,13.0,5.0
2020-10-30,31.32,29.04,33.0,42.09,40.83,42.83,3.41,2.03,4.98,,,,3.85,3.0,5.96,13.34,13.0,15.03,4.84,4.06,5.0,,,,,,,
2020-10-31,31.27,29.05,33.0,42.07,40.75,42.81,3.44,2.05,4.97,,,,3.89,3.0,5.95,13.32,13.0,15.04,4.86,4.11,5.0,,,,,,,
2020-11-01,31.22,29.07,33.0,42.05,40.66,42.79,3.48,2.08,4.96,,,,3.93,3.0,5.93,13.31,13.0,15.07,4.87,4.15,5.0,,,,,,,
2020-11-02,31.18,29.09,33.0,42.02,40.54,42.81,3.52,2.11,4.95,,,,3.97,3.0,5.91,13.3,13.0,15.11,4.88,4.21,5.0,,,,,,,
2020-11-03,31.14,29.12,33.0,41.99,40.42,42.76,3.55,2.16,4.94,,,,4.01,3.0,5.89,13.29,13.0,15.15,4.89,4.28,5.0,,,,,,,
2020-11-04,31.1,29.14,33.0,41.96,40.29,42.73,3.59,2.21,4.93,,,,4.04,3.0,5.86,13.29,13.0,15.22,4.91,4.36,5.0,,,,,,,
2020-11-05,31.07,29.17,33.0,41.92,40.14,42.73,3.62,2.27,4.92,,,,4.08,3.0,5.84,13.29,13.0,15.29,4.92,4.44,5.0,,,,,,,
2020-11-06,31.03,29.2,33.0,41.88,39.96,42.76,3.64,2.34,4.9,,,,4.11,3.0,5.81,13.29,13.0,15.38,4.93,4.52,5.0,,,,,,,
2020-11-07,31.01,29.22,33.0,41.83,39.67,42.79,3.67,2.42,4.89,,,,4.14,3.0,5.78,13.3,13.0,15.49,4.94,4.6,5.0,,,,,,,
2020-11-08,30.98,29.2,33.0,41.78,39.39,42.82,3.69,2.5,4.87,,,,4.17,3.0,5.75,13.31,13.0,15.62,4.95,4.67,5.0,,,,,,,
2020-11-09,30.96,29.21,33.0,41.73,39.09,42.84,3.72,2.58,4.88,,,,4.2,3.0,5.73,13.33,13.0,15.76,4.96,4.73,5.0,,,,,,,
2020-11-10,30.95,29.22,33.0,41.67,38.71,42.87,3.74,2.66,4.88,,,,4.23,3.0,5.72,13.35,13.0,15.92,4.96,4.79,5.0,,,,,,,
2020-11-11,30.93,29.21,33.0,41.62,38.3,42.89,3.75,2.73,4.88,,,,4.25,3.0,5.73,13.37,13.0,16.08,4.97,4.83,5.0,,,,,,,
2020-11-12,30.92,29.21,33.0,41.56,37.88,42.91,3.77,2.79,4.88,,,,4.27,3.0,5.73,13.39,13.0,16.24,4.98,4.86,5.0,,,,,,,
2020-11-13,30.92,29.17,33.0,41.49,37.49,42.93,3.78,2.84,4.88,,,,4.29,3.0,5.74,13.42,13.0,16.41,4.98,4.89,5.0,,,,,,,
2020-11-14,30.91,29.13,33.0,41.43,37.12,42.95,3.79,2.89,4.9,,,,4.31,3.0,5.79,13.45,13.0,16.55,4.99,4.92,5.0,,,,,,,
2020-11-15,30.91,29.09,33.0,41.37,36.81,42.96,3.8,2.92,4.93,,,,4.33,3.0,5.8,13.48,13.0,16.68,4.99,4.94,5.0,,,,,,,
2020-11-16,30.91,29.06,33.0,41.3,36.54,42.97,3.81,2.95,4.95,,,,4.34,3.0,5.82,13.51,13.0,16.78,4.99,4.96,5.0,,,,,,,
2020-11-17,30.91,29.04,33.0,41.24,36.34,42.98,3.81,2.97,4.97,,,,4.36,3.0,5.83,13.54,13.0,16.86,5.0,4.97,5.0,,,,,,,
2020-11-18,30.92,29.02,33.0,41.17,36.19,42.99,3.82,2.98,4.98,,,,4.37,3.0,5.82,13.58,13.0,16.92,5.0,4.98,5.0,,,,,,,
2020-11-19,30.93,29.01,33.0,41.11,36.1,42.99,3.82,2.99,4.99,,,,4.38,3.0,5.81,13.61,13.0,16.96,5.0,4.99,5.0,,,,,,,
2020-11-20,30.93,29.01,33.0,41.04,36.04,43.0,3.82,3.0,5.0,,,,4.39,3.0,5.8,13.65,13.0,16.99,5.0,5.0,5.0,,,,,,,
2020-11-21,30.94,29.0,33.0,40.98,36.01,43.0,3.82,3.0,5.0,,,,4.4,3.0,5.79,13.69,13.0,17.0,5.0,5.0,5.0,,,,,,,
2020-11-22,30.95,29.0,33.0,40.91,36.0,43.0,3.82,3.0,5.0,,,,4.41,3.0,5.78,13.72,13.0,17.0,5.0,5.0,5.0,,,,,,,
2020-11-23,30.96,29.0,33.0,40.85,36.0,43.0,3.82,3.0,5.0,,,,4.42,3.0,5.78,13.76,13.0,17.0,5.0,5.0,5.0,,,,,,,
2020-11-24,30.97,29.0,32.5,40.79,38.53,42.59,3.82,3.0,5.0,,,,4.43,3.14,5.61,13.8,13.0,15.01,5.0,5.0,5.0,,,,,,,
2020-11-25,30.98,29.0,32.52,40.73,38.48,42.58,3.82,3.0,5.0,,,,4.43,3.15,5.59,13.83,13.0,15.08,5.0,5.0,5.0,,,,,,,
2020-11-26,30.99,29.0,32.54,40.67,38.42,42.57,3.82,3.0,5.0,,,,4.44,3.16,5.58,13.87,13.0,15.14,5.0,5.0,5.0,,,,,,,
2020-11-27,31.0,29.0,32.55,40.61,38.37,42.57,3.82,3.0,5.0,,,,4.45,3.17,5.57,13.9,13.0,15.21,5.0,5.0,5.0,,,,,,,
2020-11-28,31.01,29.0,32.57,40.55,38.33,42.56,3.81,3.0,5.0,,,,4.46,3.18,5.55,13.94,13.0,15.27,5.0,5.0,5.0,,,,,,,
2020-11-29,31.02,29.0,32.58,40.49,38.28,42.55,3.81,3.0,5.0,,,,4.46,3.19,5.54,13.97,13.0,15.32,5.0,5.0,5.0,,,,,,,
2020-11-30,31.03,29.0,32.6,40.43,38.24,42.54,3.81,3.0,5.0,,,,4.47,3.2,5.53,14.0,13.0,15.38,5.0,5.0,5.0,,,,,,,
2020-12-01,31.04,29.0,32.61,40.37,38.2,42.53,3.81,3.0,5.0,,,,4.48,3.21,5.52,14.04,13.0,15.44,5.0,5.0,5.0,,,,,,,
2020-12-02,31.05,29.0,32.62,40.31,38.16,42.52,3.81,3.0,5.0,,,,4.49,3.22,5.5,14.07,13.0,15.49,5.0,5.0,5.0,,,,,,,
2020-12-03,31.06,29.0,32.64,40.25,38.12,42.51,3.81,3.0,5.0,,,,4.5,3.22,5.49,14.1,13.0,15.54,5.0,5.0,5.0,,,,,,,
2020-12-04,31.06,29.0,32.65,40.2,38.09,42.5,3.81,3.0,5.0,,,,4.51,3.23,5.48,14.14,13.0,15.59,5.0,5.0,5.0,,,,,,,
2020-12-05,31.07,29.0,32.66,40.14,38.05,42.49,3.81,3.0,5.0,,,,4.51,3.24,5.47,14.17,13.0,15.64,5.0,5.0,5.0,,,,,,,
2020-12-06,31.08,29.0,32.67,40.08,38.02,42.48,3.82,3.0,5.0,,,,4.52,3.26,5.46,14.2,13.0,15.69,5.0,5.0,5.0,,,,,,,
2020-12-07,31.08,29.0,32.68,40.03,37.99,42.47,3.82,3.0,5.0,,,,4.53,3.27,5.45,14.23,13.0,15.74,5.0,5.0,5.0,,,,,,,
2020-12-08,31.09,29.0,32.7,39.97,37.97,42.46,3.82,3.0,5.0,,,,4.54,3.28,5.44,14.26,13.0,15.79,5.0,5.0,5.0,,,,,,,
2020-12-09,31.09,29.0,32.71,39.92,37.94,42.44,3.82,3.0,5.0,,,,4.55,3.29,5.43,14.29,13.0,15.83,5.0,5.0,5.0,,,,,,,
2020-12-10,31.1,29.0,32.72,39.86,37.92,42.43,3.82,3.0,5.0,,,,4.56,3.3,5.43,14.32,13.0,15.88,5.0,5.0,5.0,,,,,,,
2020-12-11,31.1,29.0,32.73,39.8,37.88,42.41,3.83,3.0,5.0,,,,4.58,3.31,5.42,14.35,13.0,15.93,5.0,5.0,5.0,,,,,,,
2020-12-12,31.1,29.0,32.74,39.75,37.8,42.4,3.83,3.0,5.0,,,,4.59,3.32,5.41,14.38,13.0,15.97,5.0,5.0,5.0,,,,,,,
2020-12-13,31.11,29.0,32.75,39.69,37.72,42.38,3.83,3.0,5.0,,,,4.6,3.34,5.4,14.41,13.0,16.01,5.0,5.0,5.0,,,,,,,
2020-12-14,31.11,29.0,32.76,39.64,37.65,42.36,3.84,3.0,5.0,,,,4.61,3.35,5.4,14.44,13.0,16.06,5.0,5.0,5.0,,,,,,,
2020-12-15,31.11,29.0,32.78,39.59,37.57,42.34,3.84,3.0,5.0,,,,4.63,3.37,5.39,14.47,13.0,16.1,5.0,5.0,5.0,,,,,,,
2020-12-16,31.11,29.0,32.79,39.53,37.49,42.32,3.84,3.0,5.0,,,,4.64,3.38,5.42,14.5,13.0,16.15,5.0,5.0,5.0,29.0,41.0,5.0,,6.0,13.0,5.0
2020-12-17,31.11,29.0,32.8,39.48,37.42,42.29,3.85,3.0,5.0,,,,4.65,3.4,5.44,14.53,13.0,16.19,5.0,5.0,5.0,,,,,,,
2020-12-18,31.11,29.0,32.81,39.42,37.34,42.27,3.85,3.0,5.0,,,,4.67,3.41,5.47,14.56,13.0,16.23,5.0,5.0,5.0,,,,,,,
2020-12-19,31.11,29.0,32.82,39.37,37.27,42.24,3.86,3.0,5.0,,,,4.68,3.43,5.49,14.58,13.0,16.28,5.0,5.0,5.0,,,,,,,
2020-12-20,31.11,29.0,32.83,39.32,37.19,42.21,3.86,3.0,5.0,,,,4.7,3.45,5.52,14.61,13.0,16.32,5.0,5.0,5.0,,,,,,,
2020-12-21,31.1,29.0,32.84,39.27,37.12,42.18,3.87,3.0,5.0,,,,4.72,3.47,5.55,14.64,13.0,16.36,5.0,5.0,5.0,,,,,,,
2020-12-22,31.1,29.0,32.85,39.21,37.04,42.14,3.88,3.0,5.0,,,,4.73,3.49,5.57,14.66,13.0,16.4,5.0,5.0,5.0,,,,,,,
2020-12-23,31.1,29.0,32.86,39.16,36.97,42.1,3.88,3.0,5.0,,,,4.75,3.51,5.6,14.69,13.0,16.44,5.0,5.0,5.0,,,,,,,
2020-12-24,31.09,29.0,32.87,39.11,36.9,42.06,3.89,3.0,5.0,,,,4.76,3.53,5.63,14.71,13.0,16.49,5.0,5.0,5.0,,,,,,,
2020-12-25,31.09,29.0,32.88,39.06,36.83,42.02,3.9,3.0,5.0,,,,4.78,3.55,5.65,14.74,13.0,16.53,5.0,5.0,5.0,,,,,,,
2020-12-26,31.09,29.0,32.89,39.01,36.76,41.98,3.9,3.0,5.0,,,,4.8,3.58,5.68,14.76,13.0,16.56,5.0,5.0,5.0,,,,,,,
2020-12-27,31.08,29.0,32.96,38.96,36.27,43.0,3.91,3.0,5.0,,,,4.81,3.0,5.71,14.79,13.0,16.85,5.0,5.0,5.0,,,,,,,
2020-12-28,31.08,29.0,33.0,38.91,36.0,43.0,3.92,3.0,5.0,,,,4.83,3.0,5.73,14.81,13.0,17.0,5.0,5.0,5.0,,,,,,,
2020-12-29,31.08,29.0,33.0,38.87,36.0,42.98,3.92,3.0,5.0,,,,4.84,3.0,5.76,14.84,13.0,17.0,5.0,5.0,5.0,,,,,,,
2020-12-30,31.08,29.01,33.0,38.82,36.0,42.93,3.93,3.0,5.0,,,,4.85,3.0,5.78,14.86,13.0,17.0,5.0,4.99,5.0,,,,,,,
2020-12-31,31.08,29.02,33.0,38.77,36.0,42.83,3.93,3.0,5.0,,,,4.87,3.0,5.81,14.88,13.0,17.0,5.0,4.97,5.0,,,,,,,
2021-01-01,31.08,29.03,33.0,38.72,36.0,42.64,3.94,3.0,4.99,,,,4.88,3.0,5.83,14.91,13.0,17.0,4.99,4.94,5.0,,,,,,,
2021-01-02,31.09,29.06,33.0,38.67,36.0,42.33,3.94,3.0,4.99,,,,4.88,3.0,5.85,14.93,13.0,17.0,4.99,4.9,5.0,,,,,,,
2021-01-03,31.1,29.08,33.01,38.62,36.0,41.87,3.94,3.0,4.99,,,,4.89,3.0,5.87,14.96,13.0,17.0,4.98,4.83,5.0,,,,,,,
2021-01-04,31.11,29.11,33.04,38.58,36.0,41.35,3.95,3.0,4.98,,,,4.89,3.0,5.87,14.99,13.0,17.0,4.97,4.73,5.0,,,,,,,
2021-01-05,31.13,29.09,33.05,38.53,35.99,41.24,3.95,3.0,4.97,,,,4.9,3.0,5.84,15.01,13.0,17.0,4.96,4.57,5.0,,,,,,,
