day,Thatcher net,Thatcher net (low),Thatcher net (high),Major net,Major net (low),Major net (high),Blair net,Blair net (low),Blair net (high),Brown net,Brown net (low),Brown net (high),Cameron net,Cameron net (low),Cameron net (high),May net,May net (low),May net (high),Johnson net,Johnson net (low),Johnson net (high),Truss net,Truss net (low),Truss net (high),Sunak net,Sunak net (low),Sunak net (high),Starmer net,Starmer net (low),Starmer net (high)
114,-0.51,-2.94,1.12,30.92,26.63,33.83,55.35,49.47,60.32,8.6,-0.37,17.03,19.62,18.17,21.45,19.59,15.19,23.9,-5.8,-7.94,-3.97,,,,-16.2,-19.04,-13.56,-27.36,-29.66,-24.93
115,-0.46,-2.89,1.13,30.75,26.47,33.71,55.31,49.48,60.22,8.07,-1.04,16.64,19.46,18.0,21.32,19.46,15.06,23.86,-5.79,-7.9,-3.94,,,,-16.18,-19.02,-13.51,-27.61,-29.91,-25.24
116,-0.4,-2.84,1.15,30.59,26.36,33.6,55.28,49.5,60.22,7.53,-1.7,16.19,19.3,17.84,21.19,19.33,14.93,23.9,-5.77,-7.83,-3.92,,,,-16.16,-19.04,-13.46,-27.86,-30.12,-25.53
117,-0.35,-2.77,1.23,30.41,26.15,33.46,55.25,49.53,60.2,6.99,-2.13,15.69,19.14,17.66,21.06,19.2,14.81,23.9,-5.75,-7.79,-3.9,,,,-16.14,-19.02,-13.41,-28.1,-30.32,-25.84
118,-0.29,-2.68,1.26,30.23,25.92,33.25,55.22,49.55,60.2,6.45,-2.87,15.22,18.98,17.47,20.84,19.07,14.73,23.75,-5.73,-7.78,-3.87,,,,-16.13,-18.99,-13.37,-28.34,-30.46,-26.15
119,-0.23,-2.58,1.29,30.05,25.69,33.12,55.2,49.58,60.19,5.91,-3.63,14.62,18.82,17.3,20.71,18.94,14.64,23.33,-5.71,-7.78,-3.85,,,,-16.11,-18.99,-13.33,-28.57,-30.61,-26.48
120,-0.17,-2.46,1.31,29.86,25.55,32.99,55.17,49.6,60.16,5.36,-4.06,14.13,18.67,17.04,20.52,18.81,14.54,22.86,-5.69,-7.76,-3.82,,,,-16.1,-18.99,-13.28,-28.81,-30.79,-26.83
121,-0.11,-2.37,1.34,29.67,25.39,32.85,55.15,49.64,60.11,4.81,-4.49,13.58,18.51,16.91,20.33,18.68,14.31,22.74,-5.66,-7.72,-3.81,,,,-16.08,-18.99,-13.29,-29.03,-30.96,-27.1
122,-0.05,-2.26,1.36,29.48,25.15,32.69,55.13,49.63,60.06,4.25,-4.91,13.19,18.36,16.79,20.18,18.55,14.21,22.65,-5.64,-7.66,-3.79,,,,-16.07,-18.98,-13.28,-29.26,-31.13,-27.37
123,0.01,-2.17,1.39,29.28,24.9,32.51,55.11,49.41,60.08,3.69,-5.66,12.79,18.21,16.58,20.04,18.42,14.11,22.55,-5.61,-7.67,-3.76,,,,-16.07,-18.95,-13.22,-29.48,-31.28,-27.61
124,0.08,-2.12,1.43,29.08,24.74,32.2,55.08,49.31,60.06,3.12,-6.39,12.37,18.06,16.37,19.9,18.28,13.68,22.45,-5.59,-7.68,-3.74,,,,-16.06,-18.97,-13.17,-29.7,-31.4,-27.84
125,0.14,-2.01,1.46,28.88,24.59,31.94,55.06,49.22,59.98,2.55,-6.93,11.84,17.92,16.16,19.76,18.15,13.52,22.34,-5.56,-7.69,-3.72,,,,-16.05,-18.98,-13.15,-29.91,-31.54,-28.02
126,0.2,-1.91,1.48,28.68,24.44,31.79,55.04,49.13,59.89,1.98,-7.41,11.29,17.77,16.02,19.62,18.02,13.32,21.98,-5.53,-7.7,-3.7,,,,-16.05,-18.92,-13.14,-30.12,-31.74,-28.3
127,0.26,-1.8,1.52,28.48,24.29,31.65,55.02,49.03,59.78,1.4,-8.12,10.73,17.62,15.89,19.48,17.89,13.17,21.91,-5.51,-7.66,-3.69,,,,-16.05,-18.93,-13.15,-30.32,-31.91,-28.53
128,0.32,-1.69,1.59,28.28,24.14,31.5,55.0,48.94,59.66,0.82,-8.74,10.15,17.48,15.74,19.34,17.75,13.02,21.77,-5.48,-7.62,-3.67,,,,-16.06,-18.95,-13.16,-30.51,-32.09,-28.77
129,0.38,-1.62,1.68,28.08,23.95,31.35,54.97,48.84,59.53,0.23,-9.58,9.56,17.34,15.51,19.25,17.62,12.81,21.54,-5.45,-7.57,-3.67,,,,-16.06,-19.0,-13.17,-30.7,-32.3,-28.97
130,0.43,-1.58,1.73,27.87,23.79,31.2,54.94,48.72,59.47,-0.35,-10.14,8.95,17.19,15.29,19.09,17.5,12.6,21.28,-5.43,-7.51,-3.65,,,,-16.07,-19.06,-13.13,-30.88,-32.5,-29.18
131,0.48,-1.57,1.67,27.67,23.51,31.04,54.9,48.63,59.46,-0.95,-10.64,8.32,17.05,15.11,18.94,17.37,12.25,21.23,-5.41,-7.5,-3.64,,,,-16.08,-19.11,-13.14,-31.06,-32.67,-29.38
132,0.53,-1.33,1.71,27.46,23.27,30.86,54.86,48.51,59.44,-1.55,-11.13,7.84,16.9,14.94,18.77,17.24,12.12,21.18,-5.38,-7.49,-3.63,,,,-16.09,-19.1,-13.17,-31.23,-32.86,-29.58
133,0.57,-1.16,1.72,27.25,23.12,30.69,54.82,48.36,59.42,-2.15,-11.64,7.41,16.75,14.74,18.61,17.12,12.05,21.13,-5.36,-7.46,-3.62,,,,-16.1,-19.07,-13.2,-31.39,-33.0,-29.73
134,0.61,-1.12,1.72,27.04,23.02,30.51,54.77,48.22,59.4,-2.76,-12.11,6.96,16.61,14.57,18.47,17.0,11.98,21.09,-5.35,-7.44,-3.56,,,,-16.11,-19.13,-13.22,-31.55,-33.17,-29.91
135,0.64,-1.03,1.78,26.83,22.92,30.33,54.72,48.07,59.32,-3.37,-12.73,6.44,16.46,14.44,18.34,16.88,11.92,21.1,-5.33,-7.41,-3.5,,,,-16.13,-19.13,-13.21,-31.69,-33.33,-30.03
136,0.67,-0.98,1.79,26.62,22.75,30.12,54.66,47.93,59.21,-3.99,-13.37,5.74,16.31,14.29,18.2,16.77,11.68,21.04,-5.32,-7.4,-3.46,,,,-16.14,-19.13,-13.2,-31.83,-33.48,-30.18
137,0.69,-1.03,1.78,26.41,22.57,29.96,54.6,47.78,58.88,-4.61,-13.76,5.19,16.17,14.12,18.05,16.66,10.95,20.97,-5.31,-7.39,-3.44,,,,-16.16,-19.13,-13.18,-31.96,-33.6,-30.32
138,0.71,-1.04,1.86,26.2,22.39,29.8,54.54,47.62,58.77,-5.23,-14.5,4.5,16.02,13.94,17.9,16.55,10.57,20.91,-5.3,-7.38,-3.38,,,,-16.18,-19.12,-13.22,-32.09,-33.71,-30.4
139,0.72,-1.13,1.95,25.99,22.21,29.64,54.47,47.46,58.75,-5.85,-15.18,3.74,15.87,13.78,17.75,16.45,10.45,20.87,-5.29,-7.37,-3.35,,,,-16.2,-19.11,-13.19,-32.2,-33.86,-30.47
140,0.72,-1.18,2.01,25.78,22.05,29.46,54.4,47.3,58.74,-6.48,-15.6,2.97,15.72,13.62,17.6,16.35,10.32,20.87,-5.29,-7.37,-3.35,,,,-16.22,-19.11,-13.22,-32.31,-33.97,-30.56
141,0.72,-1.16,2.06,25.58,21.87,29.31,54.32,47.24,58.72,-7.1,-16.0,2.18,15.57,13.4,17.51,16.26,10.2,20.86,-5.29,-7.35,-3.34,,,,-16.24,-19.12,-13.24,-32.41,-34.05,-30.63
142,0.72,-1.2,2.1,25.37,21.69,29.16,54.24,47.15,58.58,-7.72,-16.39,1.46,15.42,13.17,17.4,16.17,10.08,20.86,-5.29,-7.36,-3.26,,,,-16.26,-19.18,-13.26,-32.5,-34.14,-30.7
143,0.71,-1.25,2.14,25.17,21.45,29.0,54.16,47.0,58.25,-8.34,-16.78,0.68,15.28,13.01,17.21,16.08,9.96,20.88,-5.3,-7.39,-3.24,,,,-16.28,-19.23,-13.3,-32.58,-34.21,-30.77
144,0.69,-1.37,2.14,24.97,21.26,28.78,54.07,46.86,58.06,-8.96,-17.15,-0.12,15.13,12.86,17.04,16.0,9.84,20.86,-5.3,-7.4,-3.25,,,,-16.3,-19.28,-13.3,-32.66,-34.27,-30.83
145,0.67,-1.55,2.16,24.77,21.08,28.54,53.98,46.72,57.95,-9.57,-17.65,-0.81,14.98,12.71,16.9,15.92,9.74,20.84,-5.31,-7.42,-3.27,,,,-16.32,-19.32,-13.33,-32.74,-34.33,-30.89
146,0.64,-1.76,2.18,24.58,20.92,28.3,53.88,46.58,58.0,-10.18,-18.32,-1.61,14.83,12.54,16.77,15.85,9.62,20.84,-5.32,-7.43,-3.25,,,,-16.34,-19.39,-13.38,-32.81,-34.39,-30.94
147,0.61,-1.97,2.27,24.39,20.69,28.06,53.79,46.44,57.97,-10.78,-18.75,-2.28,14.68,12.32,16.6,15.78,9.61,20.83,-5.33,-7.46,-3.24,,,,-16.36,-19.42,-13.42,-32.87,-34.46,-31.0
148,0.57,-2.2,2.37,24.2,20.47,27.83,53.69,46.3,58.02,-11.38,-19.14,-3.11,14.54,12.14,16.42,15.72,9.65,20.83,-5.35,-7.49,-3.21,,,,-16.37,-19.41,-13.44,-32.93,-34.52,-31.05
149,0.53,-2.46,2.42,24.02,20.37,27.65,53.59,46.16,58.09,-11.98,-19.54,-3.94,14.39,11.97,16.29,15.66,9.69,20.84,-5.36,-7.53,-3.23,,,,-16.39,-19.45,-13.45,-32.99,-34.6,-31.1
150,0.49,-2.74,2.51,23.84,20.29,27.51,53.48,46.02,58.16,-12.56,-20.15,-4.74,14.25,11.82,16.15,15.6,9.64,20.84,-5.38,-7.59,-3.24,,,,-16.41,-19.52,-13.43,-33.04,-34.66,-31.15
151,0.44,-3.03,2.55,23.67,20.2,27.36,53.37,45.91,58.09,-13.14,-20.54,-5.44,14.1,11.66,16.08,15.54,9.54,20.84,-5.4,-7.64,-3.21,,,,-16.43,-19.6,-13.42,-33.1,-34.69,-31.2
152,0.39,-3.32,2.58,23.5,20.01,27.22,53.26,45.79,58.04,-13.71,-20.84,-6.14,13.96,11.51,16.01,15.48,9.48,20.85,-5.42,-7.66,-3.18,,,,-16.45,-19.7,-13.42,-33.15,-34.73,-31.25
153,0.33,-3.61,2.61,23.34,19.83,26.96,53.15,45.67,57.97,-14.28,-21.16,-6.82,13.82,11.35,15.88,15.43,9.5,20.85,-5.44,-7.68,-3.16,,,,-16.47,-19.77,-13.42,-33.2,-34.79,-31.31
154,0.28,-3.9,2.64,23.18,19.66,26.84,53.03,45.55,58.85,-14.83,-21.54,-7.31,13.68,11.2,15.77,15.38,9.85,20.9,-5.46,-7.74,-3.18,,,,-16.49,-19.81,-13.42,-33.25,-34.83,-31.36
155,0.22,-4.11,2.66,23.02,19.48,26.74,52.91,45.42,58.91,-15.37,-22.04,-7.8,13.54,11.06,15.64,15.33,9.93,20.9,-5.47,-7.79,-3.18,,,,-16.51,-19.87,-13.42,-33.3,-34.88,-31.41
156,0.16,-4.3,2.69,22.87,19.41,26.59,52.79,45.29,58.97,-15.9,-22.82,-8.42,13.4,10.93,15.5,15.27,9.89,20.9,-5.49,-7.84,-3.15,,,,-16.53,-19.94,-13.43,-33.35,-34.92,-31.47
157,0.09,-4.5,2.73,22.72,19.33,26.43,52.66,45.15,59.03,-16.42,-23.3,-9.07,13.26,10.78,15.41,15.22,9.86,20.9,-5.51,-7.9,-3.11,,,,-16.55,-19.97,-13.45,-33.4,-34.98,-31.52
158,0.03,-4.75,2.77,22.57,19.26,26.2,52.52,45.02,59.09,-16.92,-23.74,-9.6,13.12,10.62,15.33,15.17,9.83,20.9,-5.52,-7.95,-3.04,,,,-16.57,-20.04,-13.5,-33.44,-35.05,-31.58
159,-0.03,-4.37,2.48,22.43,19.18,25.97,52.38,44.88,59.1,-17.41,-24.13,-10.15,12.99,10.45,15.19,15.12,9.8,20.93,-5.53,-7.91,-3.01,,,,-16.6,-20.11,-13.55,-33.49,-35.12,-31.64
160,-0.1,-5.3,2.76,22.29,19.11,25.75,52.23,44.74,59.02,-17.88,-24.47,-10.7,12.85,10.27,15.04,15.06,9.78,20.97,-5.54,-7.95,-2.98,,,,-16.62,-20.18,-13.54,-33.54,-35.16,-31.69
161,-0.16,-5.55,2.78,22.15,19.03,25.55,52.08,44.59,58.98,-18.34,-24.79,-11.18,12.71,10.15,14.94,15.01,9.72,20.99,-5.55,-7.98,-2.96,,,,-16.65,-20.25,-13.54,-33.58,-35.19,-31.73
162,-0.23,-5.79,2.8,22.01,18.93,25.39,51.91,44.44,58.92,-18.78,-24.89,-11.62,12.57,10.03,14.81,14.95,9.66,21.02,-5.55,-8.0,-2.96,,,,-16.67,-20.31,-13.54,-33.63,-35.21,-31.78
163,-0.3,-6.04,2.81,21.88,18.77,25.24,51.74,44.29,58.82,-19.2,-24.99,-12.06,12.44,9.91,14.64,14.9,9.6,21.05,-5.54,-8.02,-2.92,,,,-16.7,-20.38,-13.55,-33.67,-35.23,-31.85
164,-0.37,-6.33,2.83,21.74,18.59,25.05,51.56,44.15,58.66,-19.6,-25.14,-12.83,12.3,9.8,14.54,14.84,9.53,21.04,-5.53,-8.03,-2.88,,,,-16.73,-20.45,-13.56,-33.72,-35.25,-31.92
165,-0.44,-6.72,2.84,21.61,18.44,24.91,51.37,43.88,58.59,-19.98,-25.21,-13.23,12.16,9.68,14.46,14.79,9.43,21.02,-5.52,-8.03,-2.84,,,,-16.76,-20.52,-13.57,-33.76,-35.27,-31.99
166,-0.51,-7.02,2.86,21.48,18.28,24.78,51.17,43.7,58.41,-20.35,-25.36,-13.72,12.02,9.56,14.37,14.73,9.31,21.0,-5.49,-8.02,-2.79,,,,-16.79,-20.59,-13.59,-33.81,-35.3,-32.05
167,-0.59,-7.31,2.87,21.36,18.14,24.72,50.97,43.5,58.11,-20.7,-25.76,-14.33,11.88,9.42,14.26,14.67,9.15,20.97,-5.46,-8.0,-2.75,,,,-16.83,-20.66,-13.62,-33.85,-35.33,-32.12
168,-0.67,-7.48,2.89,21.23,18.05,24.63,50.75,43.19,58.12,-21.03,-26.11,-14.89,11.73,9.28,14.02,14.61,9.08,20.94,-5.41,-7.97,-2.65,,,,-16.86,-20.63,-13.65,-33.89,-35.35,-32.18
169,-0.75,-7.59,2.91,21.11,17.97,24.47,50.53,42.97,58.0,-21.36,-26.3,-15.45,11.59,9.14,13.93,14.55,9.09,20.9,-5.36,-7.94,-2.59,,,,-16.9,-20.59,-13.69,-33.94,-35.37,-32.25
170,-0.84,-7.97,2.89,20.99,17.93,24.31,50.31,42.79,57.83,-21.67,-26.34,-16.06,11.44,9.0,13.8,14.49,9.1,20.86,-5.3,-7.89,-2.56,,,,-16.94,-20.56,-13.72,-33.98,-35.4,-32.31
171,-0.93,-8.46,2.74,20.87,17.83,24.14,50.07,42.61,57.81,-21.97,-26.39,-16.59,11.3,8.83,13.64,14.43,9.11,20.82,-5.22,-7.82,-2.5,,,,-16.97,-20.55,-13.76,-34.02,-35.43,-32.37
172,-1.02,-8.6,2.68,20.75,17.74,24.0,49.83,42.32,57.72,-22.25,-26.56,-17.23,11.15,8.68,13.46,14.37,9.12,20.76,-5.14,-7.73,-2.43,,,,-17.02,-20.62,-13.8,-34.07,-35.46,-32.42
173,-1.11,-8.73,2.67,20.64,17.67,23.9,49.59,42.06,57.61,-22.53,-26.71,-17.6,10.99,8.53,13.27,14.3,9.12,20.65,-5.04,-7.62,-2.23,,,,-17.06,-20.69,-13.81,-34.11,-35.48,-32.47
174,-1.21,-8.87,2.66,20.53,17.6,23.82,49.34,41.85,57.49,-22.79,-26.85,-18.08,10.84,8.34,13.08,14.24,9.13,20.53,-4.93,-7.5,-2.13,,,,-17.1,-20.76,-13.84,-34.15,-35.52,-32.52
175,-1.31,-9.0,2.56,20.43,17.52,23.73,49.08,41.66,57.29,-23.03,-27.11,-18.54,10.68,8.16,12.88,14.18,9.14,20.4,-4.8,-7.41,-1.98,,,,-17.14,-20.87,-13.88,-34.19,-35.57,-32.59
176,-1.42,-9.13,2.44,20.33,17.45,23.65,48.83,41.44,57.01,-23.27,-27.17,-18.92,10.51,7.97,12.72,14.11,9.15,20.2,-4.66,-7.36,-1.79,,,,-17.19,-20.97,-13.93,-34.24,-35.63,-32.65
177,-1.52,-9.25,2.44,20.23,17.38,23.53,48.57,41.23,56.82,-23.49,-27.2,-19.24,10.35,7.79,12.55,14.05,9.17,20.05,-4.5,-7.3,-1.61,,,,-17.24,-21.08,-13.98,-34.28,-35.66,-32.71
178,-1.63,-9.36,2.46,20.13,17.24,23.42,48.3,41.03,56.62,-23.7,-27.23,-19.57,10.18,7.63,12.36,13.99,9.18,19.9,-4.33,-7.22,-1.43,,,,-17.28,-21.19,-14.04,-34.32,-35.68,-32.76
179,-1.74,-9.46,2.49,20.04,17.11,23.33,48.04,40.82,56.41,-23.9,-27.39,-19.89,10.0,7.48,12.15,13.92,9.21,19.73,-4.14,-7.06,-1.16,,,,-17.33,-21.29,-14.04,-34.36,-35.69,-32.82
180,-1.85,-9.56,2.52,19.95,17.03,23.25,47.77,40.49,56.08,-24.08,-27.71,-20.21,9.83,7.31,11.95,13.86,9.23,19.56,-3.93,-6.96,-0.92,,,,-17.38,-21.4,-14.08,-34.4,-35.71,-32.88
181,-1.96,-9.65,2.54,19.86,16.95,23.16,47.5,40.12,55.74,-24.25,-27.99,-20.51,9.65,7.16,11.77,13.79,9.26,19.39,-3.7,-6.84,-0.65,,,,-17.44,-21.43,-14.11,-34.44,-35.72,-32.92
182,-2.08,-9.74,2.48,19.77,16.87,23.1,47.24,40.72,55.69,-24.41,-28.08,-20.81,9.46,6.97,11.62,13.73,9.31,19.21,-3.46,-6.71,-0.37,,,,-17.49,-21.46,-14.12,-34.47,-35.73,-32.96
183,-2.19,-9.83,2.42,19.69,16.79,23.03,46.97,40.45,55.36,-24.56,-28.26,-21.1,9.28,6.78,11.48,13.66,9.31,19.08,-3.19,-6.46,-0.08,,,,-17.54,-21.49,-14.13,-34.51,-35.75,-33.0
184,-2.31,-9.93,2.37,19.6,16.72,22.96,46.7,40.28,54.9,-24.69,-28.44,-21.3,9.09,6.63,11.3,13.6,9.23,18.95,-2.91,-6.37,0.24,,,,-17.6,-21.52,-14.12,-34.54,-35.78,-33.04
185,-2.43,-10.02,2.35,19.52,16.64,22.88,46.43,39.45,55.43,-24.82,-28.57,-21.49,8.89,6.45,11.09,13.54,9.14,18.81,-2.6,-6.09,0.68,,,,-17.65,-21.59,-14.14,-34.58,-35.8,-33.09
186,-2.55,-10.12,2.33,19.44,16.56,22.78,46.17,38.97,55.35,-24.93,-28.67,-21.67,8.7,6.24,10.9,13.47,9.05,18.67,-2.28,-5.78,1.13,,,,-17.71,-21.67,-14.17,-34.61,-35.83,-33.12
187,-2.67,-9.69,2.1,19.36,16.48,22.66,45.9,38.78,55.26,-25.03,-28.74,-21.85,8.5,6.02,10.71,13.41,8.97,18.11,-1.94,-5.57,1.53,,,,-17.77,-21.75,-14.19,-34.64,-35.85,-33.15
188,-2.79,-10.5,2.49,19.28,16.4,22.57,45.63,38.6,55.03,-25.13,-28.8,-21.95,8.3,5.79,10.47,13.34,8.93,17.96,-1.58,-5.27,2.04,,,,-17.83,-21.83,-14.21,-34.67,-35.86,-33.22
189,-2.91,-10.6,2.45,19.19,16.33,22.48,45.37,38.42,54.78,-25.22,-28.84,-22.01,8.09,5.57,10.31,13.28,8.84,17.81,-1.2,-5.08,2.4,,,,-17.89,-21.91,-14.23,-34.69,-35.87,-33.24
190,-3.03,-10.7,2.45,19.11,16.27,22.37,45.1,38.24,54.52,-25.3,-28.88,-22.09,7.89,5.35,10.14,13.22,8.75,17.62,-0.8,-4.84,2.81,,,,-17.96,-22.02,-14.26,-34.72,-35.9,-33.28
191,-3.15,-10.81,2.47,19.03,16.22,22.26,44.83,38.01,54.24,-25.38,-28.91,-22.21,7.68,5.12,9.94,13.16,8.66,17.41,-0.38,-4.35,3.45,,,,-18.02,-22.12,-14.28,-34.74,-35.93,-33.34
192,-3.28,-10.9,2.48,18.95,16.14,22.14,44.56,37.65,53.94,-25.46,-28.93,-22.29,7.47,4.9,9.74,13.09,8.58,17.19,0.06,-4.07,4.09,,,,-18.09,-22.23,-14.31,-34.76,-35.97,-33.39
193,-3.41,-11.0,2.47,18.87,16.07,22.03,44.29,37.07,53.73,-25.53,-28.96,-22.38,7.26,4.72,9.55,13.03,8.51,17.03,0.51,-3.77,4.69,,,,-18.16,-22.33,-14.34,-34.78,-36.01,-33.41
194,-3.54,-11.02,2.44,18.79,16.02,21.9,44.02,36.65,53.53,-25.6,-28.98,-22.5,7.05,4.54,9.36,12.98,8.45,16.83,0.98,-3.41,5.25,,,,-18.23,-22.43,-14.38,-34.79,-36.05,-33.43
195,-3.68,-11.04,2.39,18.72,15.96,21.77,43.75,36.17,53.33,-25.67,-29.0,-22.64,6.84,4.38,9.18,12.92,8.39,16.73,1.47,-3.15,5.82,,,,-18.3,-22.54,-14.42,-34.81,-36.09,-33.45
196,-3.82,-11.05,2.34,18.64,15.92,21.6,43.48,35.71,52.87,-25.74,-29.03,-22.73,6.62,4.23,8.98,12.87,8.47,17.05,1.97,-2.84,6.45,,,,-18.38,-22.68,-14.46,-34.82,-36.08,-33.48
197,-3.96,-11.07,2.39,18.56,15.87,21.43,43.21,35.27,52.57,-25.8,-29.13,-22.96,6.41,4.07,8.74,12.81,8.46,16.96,2.47,-2.49,7.02,,,,-18.46,-22.83,-14.51,-34.82,-36.07,-33.53
198,-4.11,-11.21,2.45,18.48,15.83,21.3,42.94,34.95,52.25,-25.87,-29.21,-23.15,6.19,3.92,8.49,12.76,8.43,16.85,2.99,-2.13,7.58,,,,-18.53,-22.99,-14.56,-34.83,-36.09,-33.49
199,-4.26,-11.44,2.51,18.41,15.78,21.22,42.67,34.69,52.01,-25.93,-29.25,-23.29,5.97,3.74,8.23,12.72,8.29,16.76,3.52,-1.61,8.1,,,,-18.62,-23.13,-14.6,-34.83,-36.09,-33.51
200,-4.42,-11.61,2.29,18.34,15.71,21.15,42.4,34.46,51.76,-25.98,-29.29,-23.32,5.76,3.5,7.99,12.68,8.2,16.7,4.05,-0.9,8.56,,,,-18.7,-23.23,-14.66,-34.82,-36.06,-33.51
201,-4.58,-11.72,2.26,18.27,15.64,21.07,42.14,34.24,51.24,-26.04,-29.41,-23.38,5.54,3.26,7.73,12.64,8.2,16.66,4.6,-0.17,9.17,,,,-18.78,-23.34,-14.73,-34.82,-36.08,-33.51
202,-4.74,-11.79,2.31,18.2,15.55,21.0,41.88,33.92,50.99,-26.09,-29.35,-23.42,5.32,3.1,7.47,12.61,8.21,16.62,5.14,0.58,9.89,,,,-18.87,-23.44,-14.8,-34.81,-36.09,-33.51
203,-4.91,-11.87,2.25,18.13,15.51,20.93,41.62,33.73,50.75,-26.14,-29.31,-23.45,5.1,2.95,7.26,12.58,8.28,16.59,5.69,1.08,10.59,,,,-18.96,-23.54,-14.88,-34.8,-36.07,-33.5
204,-5.08,-12.01,2.18,18.07,15.5,20.85,41.36,33.49,50.5,-26.2,-29.37,-23.49,4.87,2.73,7.08,12.56,8.34,16.59,6.24,1.48,11.29,,,,-19.05,-23.64,-14.96,-34.78,-36.02,-33.49
205,-5.25,-12.31,2.01,18.01,15.49,20.76,41.11,33.34,50.25,-26.25,-29.53,-23.6,4.65,2.51,6.87,12.54,8.42,16.59,6.79,1.71,11.97,,,,-19.15,-23.75,-15.05,-34.76,-35.97,-33.49
206,-5.43,-12.37,1.83,17.95,15.45,20.72,40.86,33.21,49.97,-26.3,-29.69,-23.75,4.43,2.33,6.65,12.53,8.52,16.59,7.33,2.2,12.52,,,,-19.24,-23.86,-15.1,-34.74,-35.92,-33.48
207,-5.6,-12.6,1.63,17.9,15.38,20.59,40.61,32.84,49.61,-26.36,-29.87,-23.79,4.21,2.18,6.46,12.53,8.64,16.6,7.85,2.82,13.09,,,,-19.34,-24.0,-15.1,-34.72,-35.86,-33.47
208,-5.78,-12.83,1.42,17.84,15.31,20.59,40.37,32.7,49.25,-26.41,-30.03,-23.83,3.99,2.0,6.21,12.53,8.78,16.63,8.37,3.22,13.69,,,,-19.44,-24.07,-15.21,-34.69,-35.8,-33.46
209,-5.96,-13.16,1.31,17.8,15.28,20.52,40.12,32.59,48.88,-26.46,-30.05,-23.88,3.77,1.79,5.98,12.54,8.93,16.67,8.86,3.91,14.17,,,,-19.54,-24.25,-15.25,-34.66,-35.78,-33.46
210,-6.14,-13.42,1.21,17.75,15.24,20.42,39.89,32.5,48.5,-26.52,-30.04,-23.88,3.55,1.56,5.76,12.55,8.97,16.69,9.34,4.48,14.6,,,,-19.65,-24.39,-15.29,-34.62,-35.78,-33.42
211,-6.32,-13.67,1.1,17.71,15.21,20.32,39.65,32.42,48.11,-26.58,-30.04,-23.93,3.33,1.37,5.52,12.57,9.0,16.75,9.79,4.89,15.03,,,,-19.75,-24.44,-15.33,-34.59,-35.76,-33.4
212,-6.51,-13.81,0.99,17.67,15.19,20.24,39.41,32.33,47.71,-26.64,-30.04,-24.01,3.11,1.23,5.3,12.59,9.05,16.81,10.22,5.29,15.4,,,,-19.86,-24.56,-15.39,-34.55,-35.75,-33.37
213,-6.69,-13.87,0.92,17.63,15.19,20.15,39.17,32.59,47.39,-26.7,-30.22,-24.0,2.89,0.97,5.12,12.62,9.11,16.86,10.62,5.68,15.72,,,,-19.96,-24.69,-15.51,-34.51,-35.7,-33.33
214,-6.88,-13.93,0.91,17.6,15.11,20.06,38.94,32.52,47.0,-26.76,-30.43,-23.99,2.67,0.71,5.02,12.65,9.17,16.86,11.0,6.38,16.03,,,,-20.07,-24.83,-15.62,-34.46,-35.64,-33.29
215,-7.06,-13.99,0.91,17.57,15.08,19.98,38.7,32.45,46.43,-26.83,-30.65,-23.98,2.46,0.53,4.88,12.69,9.26,16.84,11.36,7.08,16.3,,,,-20.18,-24.97,-15.75,-34.42,-35.58,-33.25
216,-7.24,-14.05,0.9,17.54,15.05,19.9,38.46,32.39,46.02,-26.9,-30.79,-23.96,2.24,0.35,4.57,12.72,9.29,16.86,11.68,7.4,16.58,,,,-20.29,-25.11,-15.88,-34.37,-35.52,-33.22
217,-7.43,-14.11,0.88,17.51,14.98,19.82,38.23,32.33,45.57,-26.97,-30.82,-24.04,2.03,0.17,4.34,12.77,9.33,16.88,11.99,7.7,16.81,,,,-20.4,-25.24,-16.02,-34.32,-35.5,-33.18
218,-7.61,-14.16,0.87,17.49,14.96,19.79,37.99,32.22,45.31,-27.05,-30.89,-24.13,1.81,-0.01,4.13,12.81,9.4,16.95,12.26,7.97,17.0,,,,-20.51,-25.38,-16.12,-34.27,-35.48,-33.14
219,-7.8,-14.21,0.86,17.47,14.94,19.81,37.76,32.09,44.96,-27.13,-31.04,-24.17,1.6,-0.23,3.92,12.86,9.44,17.0,12.52,8.21,17.15,,,,-20.63,-25.45,-16.2,-34.22,-35.45,-33.1
220,-7.98,-14.26,0.84,17.45,14.92,19.74,37.52,31.98,44.47,-27.21,-31.2,-24.22,1.39,-0.49,3.72,12.91,9.53,17.0,12.75,8.43,17.31,,,,-20.74,-25.55,-16.28,-34.17,-35.41,-33.06
221,-8.16,-14.33,0.78,17.43,14.9,19.67,37.29,31.87,43.99,-27.3,-31.32,-24.35,1.18,-0.69,3.56,12.96,9.66,17.0,12.96,8.64,17.48,,,,-20.85,-25.62,-16.37,-34.12,-35.33,-33.01
222,-8.35,-14.23,0.23,17.42,14.87,19.6,37.07,31.84,43.59,-27.39,-31.36,-24.46,0.97,-0.94,3.37,13.01,9.77,17.01,13.15,8.83,17.54,,,,-20.97,-25.74,-16.47,-34.07,-35.25,-32.99
