date,Thatcher approve,Thatcher disapprove,Thatcher net,Major approve,Major disapprove,Major net,Blair approve,Blair disapprove,Blair net,Brown approve,Brown disapprove,Brown net,Cameron approve,Cameron disapprove,Cameron net,May approve,May disapprove,May net,Johnson approve,Johnson disapprove,Johnson net,Truss approve,Truss disapprove,Truss net,Sunak approve,Sunak disapprove,Sunak net,Starmer approve,Starmer disapprove,Starmer net
1990-08-15,29.27,62.85,-33.58,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990-08-22,29.42,62.67,-33.25,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990-08-29,29.58,62.49,-32.91,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990-09-05,29.74,62.32,-32.58,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990-09-12,29.9,62.15,-32.25,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990-09-19,30.05,61.98,-31.93,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990-09-26,30.2,61.82,-31.62,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990-10-03,30.34,61.66,-31.33,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990-10-10,30.47,61.52,-31.06,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990-10-17,30.58,61.39,-30.82,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990-10-24,30.68,61.28,-30.6,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990-10-31,30.78,61.17,-30.4,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990-11-07,30.86,61.08,-30.23,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990-11-14,30.92,61.01,-30.09,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990-12-01,,,,51.91,21.78,30.13,,,,,,,,,,,,,,,,,,,,,,,,
1990-12-08,,,,52.11,21.93,30.18,,,,,,,,,,,,,,,,,,,,,,,,
1990-12-15,,,,52.27,22.1,30.16,,,,,,,,,,,,,,,,,,,,,,,,
1990-12-22,,,,52.39,22.3,30.08,,,,,,,,,,,,,,,,,,,,,,,,
1990-12-29,,,,52.47,22.52,29.95,,,,,,,,,,,,,,,,,,,,,,,,
1991-01-05,,,,52.53,22.75,29.78,,,,,,,,,,,,,,,,,,,,,,,,
1991-01-12,,,,52.57,23.0,29.57,,,,,,,,,,,,,,,,,,,,,,,,
1991-01-19,,,,52.58,23.25,29.33,,,,,,,,,,,,,,,,,,,,,,,,
1991-01-26,,,,52.58,23.52,29.07,,,,,,,,,,,,,,,,,,,,,,,,
1991-02-02,,,,52.58,23.78,28.8,,,,,,,,,,,,,,,,,,,,,,,,
1991-02-09,,,,52.58,24.05,28.53,,,,,,,,,,,,,,,,,,,,,,,,
1991-02-16,,,,52.57,24.32,28.25,,,,,,,,,,,,,,,,,,,,,,,,
1991-02-23,,,,52.57,24.59,27.98,,,,,,,,,,,,,,,,,,,,,,,,
1991-03-02,,,,52.58,24.86,27.72,,,,,,,,,,,,,,,,,,,,,,,,
1991-03-09,,,,52.58,25.13,27.45,,,,,,,,,,,,,,,,,,,,,,,,
1991-03-16,,,,52.6,25.41,27.19,,,,,,,,,,,,,,,,,,,,,,,,
1991-03-23,,,,52.62,25.7,26.92,,,,,,,,,,,,,,,,,,,,,,,,
1991-03-30,,,,52.64,26.0,26.64,,,,,,,,,,,,,,,,,,,,,,,,
1991-04-06,,,,52.67,26.32,26.34,,,,,,,,,,,,,,,,,,,,,,,,
1991-04-13,,,,52.69,26.67,26.03,,,,,,,,,,,,,,,,,,,,,,,,
1991-04-20,,,,52.71,27.03,25.68,,,,,,,,,,,,,,,,,,,,,,,,
1991-04-27,,,,52.72,27.42,25.3,,,,,,,,,,,,,,,,,,,,,,,,
1991-05-04,,,,52.7,27.83,24.87,,,,,,,,,,,,,,,,,,,,,,,,
1991-05-11,,,,52.67,28.26,24.41,,,,,,,,,,,,,,,,,,,,,,,,
1991-05-18,,,,52.6,28.7,23.9,,,,,,,,,,,,,,,,,,,,,,,,
1991-05-25,,,,52.5,29.16,23.34,,,,,,,,,,,,,,,,,,,,,,,,
1991-06-01,,,,52.37,29.63,22.75,,,,,,,,,,,,,,,,,,,,,,,,
1991-06-08,,,,52.22,30.1,22.12,,,,,,,,,,,,,,,,,,,,,,,,
1991-06-15,,,,52.04,30.57,21.47,,,,,,,,,,,,,,,,,,,,,,,,
1991-06-22,,,,51.85,31.04,20.81,,,,,,,,,,,,,,,,,,,,,,,,
1991-06-29,,,,51.65,31.5,20.16,,,,,,,,,,,,,,,,,,,,,,,,
1991-07-06,,,,51.46,31.94,19.51,,,,,,,,,,,,,,,,,,,,,,,,
1991-07-13,,,,51.28,32.38,18.9,,,,,,,,,,,,,,,,,,,,,,,,
1991-07-20,,,,51.11,32.8,18.31,,,,,,,,,,,,,,,,,,,,,,,,
1991-07-27,,,,50.96,33.2,17.76,,,,,,,,,,,,,,,,,,,,,,,,
1991-08-03,,,,50.83,33.59,17.24,,,,,,,,,,,,,,,,,,,,,,,,
1991-08-10,,,,50.71,33.97,16.74,,,,,,,,,,,,,,,,,,,,,,,,
1991-08-17,,,,50.6,34.34,16.27,,,,,,,,,,,,,,,,,,,,,,,,
1991-08-24,,,,50.52,34.71,15.81,,,,,,,,,,,,,,,,,,,,,,,,
1991-08-31,,,,50.44,35.06,15.38,,,,,,,,,,,,,,,,,,,,,,,,
1991-09-07,,,,50.38,35.42,14.97,,,,,,,,,,,,,,,,,,,,,,,,
1991-09-14,,,,50.34,35.76,14.58,,,,,,,,,,,,,,,,,,,,,,,,
1991-09-21,,,,50.31,36.11,14.21,,,,,,,,,,,,,,,,,,,,,,,,
1991-09-28,,,,50.3,36.44,13.86,,,,,,,,,,,,,,,,,,,,,,,,
1991-10-05,,,,50.3,36.77,13.54,,,,,,,,,,,,,,,,,,,,,,,,
1991-10-12,,,,50.32,37.08,13.24,,,,,,,,,,,,,,,,,,,,,,,,
1991-10-19,,,,50.34,37.38,12.96,,,,,,,,,,,,,,,,,,,,,,,,
1991-10-26,,,,50.36,37.66,12.7,,,,,,,,,,,,,,,,,,,,,,,,
1991-11-02,,,,50.37,37.92,12.45,,,,,,,,,,,,,,,,,,,,,,,,
1991-11-09,,,,50.38,38.17,12.21,,,,,,,,,,,,,,,,,,,,,,,,
1991-11-16,,,,50.37,38.39,11.98,,,,,,,,,,,,,,,,,,,,,,,,
1991-11-23,,,,50.36,38.6,11.76,,,,,,,,,,,,,,,,,,,,,,,,
1991-11-30,,,,50.34,38.78,11.56,,,,,,,,,,,,,,,,,,,,,,,,
1991-12-07,,,,50.32,38.95,11.36,,,,,,,,,,,,,,,,,,,,,,,,
1991-12-14,,,,50.29,39.11,11.18,,,,,,,,,,,,,,,,,,,,,,,,
1991-12-21,,,,50.26,39.25,11.01,,,,,,,,,,,,,,,,,,,,,,,,
1991-12-28,,,,50.23,39.38,10.85,,,,,,,,,,,,,,,,,,,,,,,,
1992-01-04,,,,50.19,39.5,10.7,,,,,,,,,,,,,,,,,,,,,,,,
1992-01-11,,,,50.16,39.6,10.56,,,,,,,,,,,,,,,,,,,,,,,,
1992-01-18,,,,50.13,39.7,10.43,,,,,,,,,,,,,,,,,,,,,,,,
1992-01-25,,,,50.11,39.8,10.31,,,,,,,,,,,,,,,,,,,,,,,,
1992-02-01,,,,50.1,39.88,10.22,,,,,,,,,,,,,,,,,,,,,,,,
1992-02-08,,,,50.11,39.95,10.16,,,,,,,,,,,,,,,,,,,,,,,,
1992-02-15,,,,50.14,40.01,10.13,,,,,,,,,,,,,,,,,,,,,,,,
1992-02-22,,,,50.17,40.05,10.12,,,,,,,,,,,,,,,,,,,,,,,,
1992-02-29,,,,50.21,40.09,10.12,,,,,,,,,,,,,,,,,,,,,,,,
1992-03-07,,,,50.25,40.12,10.13,,,,,,,,,,,,,,,,,,,,,,,,
1992-03-14,,,,50.28,40.16,10.12,,,,,,,,,,,,,,,,,,,,,,,,
1992-03-21,,,,50.31,40.22,10.09,,,,,,,,,,,,,,,,,,,,,,,,
1992-03-28,,,,50.33,40.3,10.03,,,,,,,,,,,,,,,,,,,,,,,,
1992-04-04,,,,50.34,40.41,9.93,,,,,,,,,,,,,,,,,,,,,,,,
1992-04-11,,,,50.34,40.56,9.78,,,,,,,,,,,,,,,,,,,,,,,,
1992-04-18,,,,50.31,40.76,9.55,,,,,,,,,,,,,,,,,,,,,,,,
1992-04-25,,,,50.24,41.02,9.23,,,,,,,,,,,,,,,,,,,,,,,,
1992-05-02,,,,50.14,41.34,8.8,,,,,,,,,,,,,,,,,,,,,,,,
1992-05-09,,,,50.0,41.73,8.26,,,,,,,,,,,,,,,,,,,,,,,,
1992-05-16,,,,49.81,42.2,7.6,,,,,,,,,,,,,,,,,,,,,,,,
1992-05-23,,,,49.54,42.76,6.78,,,,,,,,,,,,,,,,,,,,,,,,
1992-05-30,,,,49.2,43.4,5.8,,,,,,,,,,,,,,,,,,,,,,,,
1992-06-06,,,,48.79,44.14,4.65,,,,,,,,,,,,,,,,,,,,,,,,
1992-06-13,,,,48.28,44.95,3.33,,,,,,,,,,,,,,,,,,,,,,,,
1992-06-20,,,,47.69,45.86,1.82,,,,,,,,,,,,,,,,,,,,,,,,
1992-06-27,,,,47.0,46.86,0.14,,,,,,,,,,,,,,,,,,,,,,,,
1992-07-04,,,,46.24,47.93,-1.69,,,,,,,,,,,,,,,,,,,,,,,,
1992-07-11,,,,45.42,49.05,-3.62,,,,,,,,,,,,,,,,,,,,,,,,
1992-07-18,,,,44.57,50.2,-5.63,,,,,,,,,,,,,,,,,,,,,,,,
1992-07-25,,,,43.7,51.35,-7.65,,,,,,,,,,,,,,,,,,,,,,,,
1992-08-01,,,,42.82,52.48,-9.66,,,,,,,,,,,,,,,,,,,,,,,,
1992-08-08,,,,41.95,53.58,-11.63,,,,,,,,,,,,,,,,,,,,,,,,
1992-08-15,,,,41.1,54.64,-13.54,,,,,,,,,,,,,,,,,,,,,,,,
1992-08-22,,,,40.28,55.64,-15.35,,,,,,,,,,,,,,,,,,,,,,,,
1992-08-29,,,,39.5,56.56,-17.06,,,,,,,,,,,,,,,,,,,,,,,,
1992-09-05,,,,38.74,57.42,-18.67,,,,,,,,,,,,,,,,,,,,,,,,
1992-09-12,,,,38.0,58.23,-20.23,,,,,,,,,,,,,,,,,,,,,,,,
1992-09-19,,,,37.27,59.0,-21.73,,,,,,,,,,,,,,,,,,,,,,,,
1992-09-26,,,,36.55,59.73,-23.18,,,,,,,,,,,,,,,,,,,,,,,,
1992-10-03,,,,35.84,60.42,-24.58,,,,,,,,,,,,,,,,,,,,,,,,
1992-10-10,,,,35.16,61.08,-25.92,,,,,,,,,,,,,,,,,,,,,,,,
1992-10-17,,,,34.51,61.69,-27.19,,,,,,,,,,,,,,,,,,,,,,,,
1992-10-24,,,,33.89,62.26,-28.37,,,,,,,,,,,,,,,,,,,,,,,,
1992-10-31,,,,33.3,62.77,-29.47,,,,,,,,,,,,,,,,,,,,,,,,
1992-11-07,,,,32.73,63.24,-30.51,,,,,,,,,,,,,,,,,,,,,,,,
1992-11-14,,,,32.19,63.67,-31.48,,,,,,,,,,,,,,,,,,,,,,,,
1992-11-21,,,,31.67,64.04,-32.37,,,,,,,,,,,,,,,,,,,,,,,,
1992-11-28,,,,31.19,64.38,-33.19,,,,,,,,,,,,,,,,,,,,,,,,
1992-12-05,,,,30.73,64.68,-33.95,,,,,,,,,,,,,,,,,,,,,,,,
1992-12-12,,,,30.29,64.94,-34.64,,,,,,,,,,,,,,,,,,,,,,,,
1992-12-19,,,,29.9,65.15,-35.25,,,,,,,,,,,,,,,,,,,,,,,,
1992-12-26,,,,29.56,65.32,-35.76,,,,,,,,,,,,,,,,,,,,,,,,
1993-01-02,,,,29.25,65.43,-36.18,,,,,,,,,,,,,,,,,,,,,,,,
1993-01-09,,,,28.99,65.51,-36.52,,,,,,,,,,,,,,,,,,,,,,,,
1993-01-16,,,,28.78,65.54,-36.77,,,,,,,,,,,,,,,,,,,,,,,,
1993-01-23,,,,28.61,65.55,-36.94,,,,,,,,,,,,,,,,,,,,,,,,
1993-01-30,,,,28.48,65.54,-37.06,,,,,,,,,,,,,,,,,,,,,,,,
1993-02-06,,,,28.38,65.54,-37.16,,,,,,,,,,,,,,,,,,,,,,,,
1993-02-13,,,,28.32,65.56,-37.24,,,,,,,,,,,,,,,,,,,,,,,,
1993-02-20,,,,28.26,65.6,-37.34,,,,,,,,,,,,,,,,,,,,,,,,
1993-02-27,,,,28.2,65.68,-37.47,,,,,,,,,,,,,,,,,,,,,,,,
1993-03-06,,,,28.12,65.78,-37.66,,,,,,,,,,,,,,,,,,,,,,,,
1993-03-13,,,,28.01,65.93,-37.92,,,,,,,,,,,,,,,,,,,,,,,,
1993-03-20,,,,27.86,66.11,-38.25,,,,,,,,,,,,,,,,,,,,,,,,
1993-03-27,,,,27.67,66.33,-38.67,,,,,,,,,,,,,,,,,,,,,,,,
1993-04-03,,,,27.43,66.59,-39.16,,,,,,,,,,,,,,,,,,,,,,,,
1993-04-10,,,,27.15,66.88,-39.73,,,,,,,,,,,,,,,,,,,,,,,,
1993-04-17,,,,26.83,67.21,-40.38,,,,,,,,,,,,,,,,,,,,,,,,
1993-04-24,,,,26.47,67.55,-41.08,,,,,,,,,,,,,,,,,,,,,,,,
1993-05-01,,,,26.09,67.92,-41.84,,,,,,,,,,,,,,,,,,,,,,,,
1993-05-08,,,,25.69,68.31,-42.62,,,,,,,,,,,,,,,,,,,,,,,,
1993-05-15,,,,25.28,68.7,-43.42,,,,,,,,,,,,,,,,,,,,,,,,
1993-05-22,,,,24.87,69.08,-44.21,,,,,,,,,,,,,,,,,,,,,,,,
1993-05-29,,,,24.48,69.45,-44.97,,,,,,,,,,,,,,,,,,,,,,,,
1993-06-05,,,,24.11,69.8,-45.69,,,,,,,,,,,,,,,,,,,,,,,,
1993-06-12,,,,23.76,70.11,-46.34,,,,,,,,,,,,,,,,,,,,,,,,
1993-06-19,,,,23.46,70.38,-46.92,,,,,,,,,,,,,,,,,,,,,,,,
1993-06-26,,,,23.19,70.62,-47.43,,,,,,,,,,,,,,,,,,,,,,,,
1993-07-03,,,,22.96,70.82,-47.86,,,,,,,,,,,,,,,,,,,,,,,,
1993-07-10,,,,22.76,70.99,-48.23,,,,,,,,,,,,,,,,,,,,,,,,
1993-07-17,,,,22.6,71.13,-48.53,,,,,,,,,,,,,,,,,,,,,,,,
1993-07-24,,,,22.47,71.24,-48.77,,,,,,,,,,,,,,,,,,,,,,,,
1993-07-31,,,,22.36,71.32,-48.96,,,,,,,,,,,,,,,,,,,,,,,,
1993-08-07,,,,22.27,71.39,-49.12,,,,,,,,,,,,,,,,,,,,,,,,
1993-08-14,,,,22.2,71.45,-49.26,,,,,,,,,,,,,,,,,,,,,,,,
1993-08-21,,,,22.13,71.51,-49.37,,,,,,,,,,,,,,,,,,,,,,,,
1993-08-28,,,,22.08,71.56,-49.48,,,,,,,,,,,,,,,,,,,,,,,,
1993-09-04,,,,22.02,71.61,-49.59,,,,,,,,,,,,,,,,,,,,,,,,
1993-09-11,,,,21.97,71.66,-49.69,,,,,,,,,,,,,,,,,,,,,,,,
1993-09-18,,,,21.92,71.71,-49.8,,,,,,,,,,,,,,,,,,,,,,,,
1993-09-25,,,,21.87,71.76,-49.89,,,,,,,,,,,,,,,,,,,,,,,,
1993-10-02,,,,21.82,71.8,-49.98,,,,,,,,,,,,,,,,,,,,,,,,
1993-10-09,,,,21.79,71.83,-50.04,,,,,,,,,,,,,,,,,,,,,,,,
1993-10-16,,,,21.77,71.85,-50.09,,,,,,,,,,,,,,,,,,,,,,,,
1993-10-23,,,,21.76,71.86,-50.11,,,,,,,,,,,,,,,,,,,,,,,,
1993-10-30,,,,21.76,71.86,-50.1,,,,,,,,,,,,,,,,,,,,,,,,
1993-11-06,,,,21.77,71.85,-50.07,,,,,,,,,,,,,,,,,,,,,,,,
1993-11-13,,,,21.8,71.82,-50.02,,,,,,,,,,,,,,,,,,,,,,,,
1993-11-20,,,,21.83,71.79,-49.96,,,,,,,,,,,,,,,,,,,,,,,,
1993-11-27,,,,21.88,71.76,-49.89,,,,,,,,,,,,,,,,,,,,,,,,
1993-12-04,,,,21.92,71.74,-49.82,,,,,,,,,,,,,,,,,,,,,,,,
1993-12-11,,,,21.96,71.72,-49.76,,,,,,,,,,,,,,,,,,,,,,,,
1993-12-18,,,,21.99,71.71,-49.72,,,,,,,,,,,,,,,,,,,,,,,,
1993-12-25,,,,22.01,71.72,-49.71,,,,,,,,,,,,,,,,,,,,,,,,
1994-01-01,,,,22.03,71.75,-49.72,,,,,,,,,,,,,,,,,,,,,,,,
1994-01-08,,,,22.04,71.79,-49.75,,,,,,,,,,,,,,,,,,,,,,,,
1994-01-15,,,,22.03,71.85,-49.81,,,,,,,,,,,,,,,,,,,,,,,,
1994-01-22,,,,22.02,71.92,-49.9,,,,,,,,,,,,,,,,,,,,,,,,
1994-01-29,,,,21.99,72.0,-50.01,,,,,,,,,,,,,,,,,,,,,,,,
1994-02-05,,,,21.95,72.09,-50.14,,,,,,,,,,,,,,,,,,,,,,,,
1994-02-12,,,,21.9,72.18,-50.28,,,,,,,,,,,,,,,,,,,,,,,,
1994-02-19,,,,21.84,72.27,-50.43,,,,,,,,,,,,,,,,,,,,,,,,
1994-02-26,,,,21.78,72.36,-50.59,,,,,,,,,,,,,,,,,,,,,,,,
1994-03-05,,,,21.71,72.45,-50.74,,,,,,,,,,,,,,,,,,,,,,,,
1994-03-12,,,,21.64,72.53,-50.88,,,,,,,,,,,,,,,,,,,,,,,,
1994-03-19,,,,21.57,72.6,-51.03,,,,,,,,,,,,,,,,,,,,,,,,
1994-03-26,,,,21.5,72.67,-51.17,,,,,,,,,,,,,,,,,,,,,,,,
1994-04-02,,,,21.42,72.74,-51.32,,,,,,,,,,,,,,,,,,,,,,,,
1994-04-09,,,,21.35,72.81,-51.47,,,,,,,,,,,,,,,,,,,,,,,,
1994-04-16,,,,21.27,72.88,-51.61,,,,,,,,,,,,,,,,,,,,,,,,
1994-04-23,,,,21.19,72.95,-51.76,,,,,,,,,,,,,,,,,,,,,,,,
1994-04-30,,,,21.11,73.03,-51.91,,,,,,,,,,,,,,,,,,,,,,,,
1994-05-07,,,,21.04,73.11,-52.07,,,,,,,,,,,,,,,,,,,,,,,,
1994-05-14,,,,20.97,73.19,-52.22,,,,,,,,,,,,,,,,,,,,,,,,
1994-05-21,,,,20.9,73.26,-52.36,,,,,,,,,,,,,,,,,,,,,,,,
1994-05-28,,,,20.84,73.33,-52.49,,,,,,,,,,,,,,,,,,,,,,,,
1994-06-04,,,,20.8,73.4,-52.6,,,,,,,,,,,,,,,,,,,,,,,,
1994-06-11,,,,20.76,73.46,-52.7,,,,,,,,,,,,,,,,,,,,,,,,
1994-06-18,,,,20.73,73.51,-52.78,,,,,,,,,,,,,,,,,,,,,,,,
1994-06-25,,,,20.7,73.55,-52.85,,,,,,,,,,,,,,,,,,,,,,,,
1994-07-02,,,,20.67,73.58,-52.91,,,,,,,,,,,,,,,,,,,,,,,,
1994-07-09,,,,20.64,73.61,-52.97,,,,,,,,,,,,,,,,,,,,,,,,
1994-07-16,,,,20.62,73.63,-53.01,,,,,,,,,,,,,,,,,,,,,,,,
1994-07-23,,,,20.6,73.63,-53.04,,,,,,,,,,,,,,,,,,,,,,,,
1994-07-30,,,,20.58,73.63,-53.05,,,,,,,,,,,,,,,,,,,,,,,,
1994-08-06,,,,20.56,73.61,-53.05,,,,,,,,,,,,,,,,,,,,,,,,
1994-08-13,,,,20.55,73.58,-53.03,,,,,,,,,,,,,,,,,,,,,,,,
1994-08-20,,,,20.55,73.55,-53.0,,,,,,,,,,,,,,,,,,,,,,,,
1994-08-27,,,,20.54,73.51,-52.97,,,,,,,,,,,,,,,,,,,,,,,,
1994-09-03,,,,20.54,73.48,-52.94,,,,,,,,,,,,,,,,,,,,,,,,
1994-09-10,,,,20.53,73.44,-52.91,,,,,,,,,,,,,,,,,,,,,,,,
1994-09-17,,,,20.52,73.42,-52.9,,,,,,,,,,,,,,,,,,,,,,,,
1994-09-24,,,,20.5,73.41,-52.9,,,,,,,,,,,,,,,,,,,,,,,,
1994-10-01,,,,20.47,73.41,-52.94,,,,,,,,,,,,,,,,,,,,,,,,
1994-10-08,,,,20.43,73.42,-53.0,,,,,,,,,,,,,,,,,,,,,,,,
1994-10-15,,,,20.37,73.45,-53.09,,,,,,,,,,,,,,,,,,,,,,,,
1994-10-22,,,,20.3,73.5,-53.2,,,,,,,,,,,,,,,,,,,,,,,,
1994-10-29,,,,20.21,73.56,-53.35,,,,,,,,,,,,,,,,,,,,,,,,
1994-11-05,,,,20.12,73.63,-53.51,,,,,,,,,,,,,,,,,,,,,,,,
1994-11-12,,,,20.01,73.7,-53.69,,,,,,,,,,,,,,,,,,,,,,,,
1994-11-19,,,,19.9,73.78,-53.88,,,,,,,,,,,,,,,,,,,,,,,,
1994-11-26,,,,19.79,73.87,-54.08,,,,,,,,,,,,,,,,,,,,,,,,
1994-12-03,,,,19.68,73.96,-54.28,,,,,,,,,,,,,,,,,,,,,,,,
1994-12-10,,,,19.57,74.04,-54.47,,,,,,,,,,,,,,,,,,,,,,,,
1994-12-17,,,,19.47,74.11,-54.64,,,,,,,,,,,,,,,,,,,,,,,,
1994-12-24,,,,19.38,74.18,-54.8,,,,,,,,,,,,,,,,,,,,,,,,
1994-12-31,,,,19.3,74.23,-54.92,,,,,,,,,,,,,,,,,,,,,,,,
1995-01-07,,,,19.24,74.26,-55.03,,,,,,,,,,,,,,,,,,,,,,,,
1995-01-14,,,,19.19,74.29,-55.1,,,,,,,,,,,,,,,,,,,,,,,,
1995-01-21,,,,19.15,74.3,-55.16,,,,,,,,,,,,,,,,,,,,,,,,
1995-01-28,,,,19.12,74.31,-55.19,,,,,,,,,,,,,,,,,,,,,,,,
1995-02-04,,,,19.1,74.32,-55.22,,,,,,,,,,,,,,,,,,,,,,,,
1995-02-11,,,,19.08,74.33,-55.25,,,,,,,,,,,,,,,,,,,,,,,,
1995-02-18,,,,19.07,74.35,-55.28,,,,,,,,,,,,,,,,,,,,,,,,
1995-02-25,,,,19.06,74.37,-55.31,,,,,,,,,,,,,,,,,,,,,,,,
1995-03-04,,,,19.05,74.39,-55.34,,,,,,,,,,,,,,,,,,,,,,,,
1995-03-11,,,,19.04,74.42,-55.38,,,,,,,,,,,,,,,,,,,,,,,,
1995-03-18,,,,19.04,74.44,-55.4,,,,,,,,,,,,,,,,,,,,,,,,
1995-03-25,,,,19.05,74.45,-55.4,,,,,,,,,,,,,,,,,,,,,,,,
1995-04-01,,,,19.08,74.45,-55.37,,,,,,,,,,,,,,,,,,,,,,,,
1995-04-08,,,,19.13,74.43,-55.3,,,,,,,,,,,,,,,,,,,,,,,,
1995-04-15,,,,19.2,74.39,-55.18,,,,,,,,,,,,,,,,,,,,,,,,
1995-04-22,,,,19.3,74.32,-55.01,,,,,,,,,,,,,,,,,,,,,,,,
1995-04-29,,,,19.43,74.21,-54.78,,,,,,,,,,,,,,,,,,,,,,,,
1995-05-06,,,,19.58,74.08,-54.5,,,,,,,,,,,,,,,,,,,,,,,,
1995-05-13,,,,19.76,73.93,-54.17,,,,,,,,,,,,,,,,,,,,,,,,
1995-05-20,,,,19.96,73.74,-53.78,,,,,,,,,,,,,,,,,,,,,,,,
1995-05-27,,,,20.18,73.52,-53.34,,,,,,,,,,,,,,,,,,,,,,,,
1995-06-03,,,,20.43,73.28,-52.84,,,,,,,,,,,,,,,,,,,,,,,,
1995-06-10,,,,20.7,73.0,-52.3,,,,,,,,,,,,,,,,,,,,,,,,
1995-06-17,,,,20.99,72.71,-51.72,,,,,,,,,,,,,,,,,,,,,,,,
1995-06-24,,,,21.3,72.4,-51.1,,,,,,,,,,,,,,,,,,,,,,,,
1995-07-01,,,,21.61,72.08,-50.47,,,,,,,,,,,,,,,,,,,,,,,,
1995-07-08,,,,21.92,71.75,-49.83,,,,,,,,,,,,,,,,,,,,,,,,
1995-07-15,,,,22.22,71.43,-49.21,,,,,,,,,,,,,,,,,,,,,,,,
1995-07-22,,,,22.51,71.11,-48.6,,,,,,,,,,,,,,,,,,,,,,,,
1995-07-29,,,,22.79,70.8,-48.02,,,,,,,,,,,,,,,,,,,,,,,,
1995-08-05,,,,23.05,70.51,-47.46,,,,,,,,,,,,,,,,,,,,,,,,
1995-08-12,,,,23.29,70.23,-46.94,,,,,,,,,,,,,,,,,,,,,,,,
1995-08-19,,,,23.52,69.97,-46.45,,,,,,,,,,,,,,,,,,,,,,,,
1995-08-26,,,,23.73,69.72,-45.99,,,,,,,,,,,,,,,,,,,,,,,,
1995-09-02,,,,23.93,69.48,-45.54,,,,,,,,,,,,,,,,,,,,,,,,
1995-09-09,,,,24.13,69.24,-45.11,,,,,,,,,,,,,,,,,,,,,,,,
1995-09-16,,,,24.32,69.02,-44.7,,,,,,,,,,,,,,,,,,,,,,,,
1995-09-23,,,,24.5,68.8,-44.31,,,,,,,,,,,,,,,,,,,,,,,,
1995-09-30,,,,24.67,68.6,-43.94,,,,,,,,,,,,,,,,,,,,,,,,
1995-10-07,,,,24.83,68.41,-43.58,,,,,,,,,,,,,,,,,,,,,,,,
1995-10-14,,,,24.99,68.24,-43.25,,,,,,,,,,,,,,,,,,,,,,,,
1995-10-21,,,,25.13,68.07,-42.95,,,,,,,,,,,,,,,,,,,,,,,,
1995-10-28,,,,25.25,67.93,-42.68,,,,,,,,,,,,,,,,,,,,,,,,
1995-11-04,,,,25.36,67.8,-42.43,,,,,,,,,,,,,,,,,,,,,,,,
1995-11-11,,,,25.46,67.68,-42.22,,,,,,,,,,,,,,,,,,,,,,,,
1995-11-18,,,,25.53,67.58,-42.05,,,,,,,,,,,,,,,,,,,,,,,,
1995-11-25,,,,25.58,67.5,-41.92,,,,,,,,,,,,,,,,,,,,,,,,
1995-12-02,,,,25.61,67.45,-41.84,,,,,,,,,,,,,,,,,,,,,,,,
1995-12-09,,,,25.62,67.42,-41.8,,,,,,,,,,,,,,,,,,,,,,,,
1995-12-16,,,,25.61,67.42,-41.81,,,,,,,,,,,,,,,,,,,,,,,,
1995-12-23,,,,25.57,67.44,-41.87,,,,,,,,,,,,,,,,,,,,,,,,
1995-12-30,,,,25.51,67.48,-41.97,,,,,,,,,,,,,,,,,,,,,,,,
1996-01-06,,,,25.44,67.55,-42.11,,,,,,,,,,,,,,,,,,,,,,,,
1996-01-13,,,,25.35,67.63,-42.28,,,,,,,,,,,,,,,,,,,,,,,,
1996-01-20,,,,25.25,67.73,-42.48,,,,,,,,,,,,,,,,,,,,,,,,
1996-01-27,,,,25.14,67.84,-42.69,,,,,,,,,,,,,,,,,,,,,,,,
1996-02-03,,,,25.03,67.95,-42.91,,,,,,,,,,,,,,,,,,,,,,,,
1996-02-10,,,,24.93,68.05,-43.13,,,,,,,,,,,,,,,,,,,,,,,,
1996-02-17,,,,24.83,68.16,-43.33,,,,,,,,,,,,,,,,,,,,,,,,
1996-02-24,,,,24.73,68.25,-43.53,,,,,,,,,,,,,,,,,,,,,,,,
1996-03-02,,,,24.63,68.35,-43.71,,,,,,,,,,,,,,,,,,,,,,,,
1996-03-09,,,,24.54,68.43,-43.89,,,,,,,,,,,,,,,,,,,,,,,,
1996-03-16,,,,24.46,68.51,-44.05,,,,,,,,,,,,,,,,,,,,,,,,
1996-03-23,,,,24.38,68.58,-44.19,,,,,,,,,,,,,,,,,,,,,,,,
1996-03-30,,,,24.31,68.63,-44.32,,,,,,,,,,,,,,,,,,,,,,,,
1996-04-06,,,,24.25,68.68,-44.43,,,,,,,,,,,,,,,,,,,,,,,,
1996-04-13,,,,24.19,68.72,-44.53,,,,,,,,,,,,,,,,,,,,,,,,
